Country / territory of asylum/residence,Origin,Value
Aruba,Colombia,0
Aruba,Cuba,0
Aruba,Venezuela (Bolivarian Republic of),17
Afghanistan,Afghanistan,1837079
Afghanistan,Afghanistan,448032
Afghanistan,Afghanistan,32649
Afghanistan,Afghanistan,60545
Afghanistan,Iran (Islamic Rep. of),6
Afghanistan,Iran (Islamic Rep. of),34
Afghanistan,Iraq,0
Afghanistan,Pakistan,101
Afghanistan,Pakistan,75893
Afghanistan,Tajikistan,7
Afghanistan,Turkey,102
Afghanistan,Uzbekistan,0
Angola,Afghanistan,0
Angola,Burundi,94
Angola,Burundi,9
Angola,Central African Rep.,76
Angola,Central African Rep.,9
Angola,Côte d'Ivoire,5938
Angola,Côte d'Ivoire,510
Angola,Cameroon,0
Angola,Dem. Rep. of the Congo,500
Angola,Dem. Rep. of the Congo,38516
Angola,Congo,58
Angola,Congo,0
Angola,Djibouti,0
Angola,Algeria,0
Angola,Eritrea,1767
Angola,Eritrea,34
Angola,Western Sahara,596
Angola,Western Sahara,18
Angola,Ethiopia,57
Angola,Ethiopia,0
Angola,Guinea,9145
Angola,Guinea,107
Angola,Gambia,0
Angola,Guinea-Bissau,268
Angola,Guinea-Bissau,0
Angola,Haiti,0
Angola,Haiti,0
Angola,Iraq,0
Angola,Liberia,478
Angola,Liberia,155
Angola,Libya,0
Angola,Mali,0
Angola,Mali,0
Angola,Mauritania,5403
Angola,Mauritania,306
Angola,Mauritius,0
Angola,Nigeria,0
Angola,Dem. People's Rep. of Korea,0
Angola,Rwanda,67
Angola,Rwanda,273
Angola,Sudan,1670
Angola,Sudan,313
Angola,Senegal,0
Angola,Sierra Leone,1497
Angola,Sierra Leone,374
Angola,Somalia,1731
Angola,Somalia,288
Angola,Chad,780
Angola,Chad,184
Angola,Togo,0
Angola,United Rep. of Tanzania,0
Angola,Uganda,6
Angola,Uganda,6
Angola,South Africa,0
Angola,Zambia,0
Angola,Zambia,7
Angola,Zimbabwe,0
Anguilla,Syrian Arab Rep.,0
Albania,Afghanistan,0
Albania,China,12
Albania,Dem. Rep. of the Congo,0
Albania,Algeria,0
Albania,Egypt,0
Albania,Western Sahara,0
Albania,Iran (Islamic Rep. of),5
Albania,Iran (Islamic Rep. of),2719
Albania,Iran (Islamic Rep. of),12
Albania,Iraq,0
Albania,Iraq,0
Albania,Libya,0
Albania,Morocco,0
Albania,The former Yugoslav Republic of Macedonia,0
Albania,Montenegro,0
Albania,Peru,0
Albania,Palestinian,0
Albania,Russian Federation,0
Albania,Serbia and Kosovo (S/RES/1244 (1999)),5
Albania,Serbia and Kosovo (S/RES/1244 (1999)),60
Albania,Syrian Arab Rep.,22
Albania,Syrian Arab Rep.,0
Albania,Tunisia,0
Albania,Turkey,0
Albania,Turkey,5
Albania,Ukraine,0
Albania,Ukraine,0
Albania,Uzbekistan,0
Albania,Venezuela (Bolivarian Republic of),0
Albania,Stateless,4460
Albania,Yemen,0
United Arab Emirates,Afghanistan,14
United Arab Emirates,Afghanistan,5
United Arab Emirates,Canada,0
United Arab Emirates,China,0
United Arab Emirates,Cameroon,0
United Arab Emirates,Algeria,0
United Arab Emirates,Egypt,0
United Arab Emirates,Eritrea,0
United Arab Emirates,Ethiopia,8
United Arab Emirates,Iran (Islamic Rep. of),7
United Arab Emirates,Iran (Islamic Rep. of),0
United Arab Emirates,Iraq,482
United Arab Emirates,Iraq,697
United Arab Emirates,Jordan,0
United Arab Emirates,Lebanon,0
United Arab Emirates,Lebanon,6
United Arab Emirates,Liberia,5
United Arab Emirates,Libya,0
United Arab Emirates,Morocco,0
United Arab Emirates,Madagascar,0
United Arab Emirates,Pakistan,5
United Arab Emirates,Pakistan,0
United Arab Emirates,Philippines,0
United Arab Emirates,Palestinian,143
United Arab Emirates,Palestinian,5
United Arab Emirates,Rwanda,0
United Arab Emirates,Saudi Arabia,0
United Arab Emirates,Sudan,12
United Arab Emirates,Sudan,8
United Arab Emirates,Somalia,17
United Arab Emirates,Syrian Arab Rep.,1185
United Arab Emirates,Syrian Arab Rep.,128
United Arab Emirates,Tunisia,0
United Arab Emirates,Turkey,0
United Arab Emirates,Uganda,0
United Arab Emirates,Ukraine,0
United Arab Emirates,United States of America,0
United Arab Emirates,Uzbekistan,0
United Arab Emirates,Stateless,0
United Arab Emirates,Yemen,24
Argentina,Afghanistan,9
Argentina,Afghanistan,5
Argentina,Angola,11
Argentina,Angola,14
Argentina,Albania,18
Argentina,Armenia,180
Argentina,Armenia,78
Argentina,Burundi,0
Argentina,Benin,0
Argentina,Burkina Faso,0
Argentina,Bangladesh,57
Argentina,Bangladesh,5
Argentina,Bulgaria,0
Argentina,Bulgaria,0
Argentina,Bosnia and Herzegovina,6
Argentina,Belarus,0
Argentina,Bolivia (Plurinational State of),0
Argentina,Bolivia (Plurinational State of),0
Argentina,Brazil,7
Argentina,Brazil,0
Argentina,Central African Rep.,0
Argentina,Switzerland,0
Argentina,Chile,7
Argentina,Chile,33
Argentina,China,60
Argentina,China,0
Argentina,Côte d'Ivoire,0
Argentina,Côte d'Ivoire,20
Argentina,Cameroon,33
Argentina,Cameroon,6
Argentina,Dem. Rep. of the Congo,25
Argentina,Dem. Rep. of the Congo,22
Argentina,Congo,0
Argentina,Colombia,188
Argentina,Colombia,544
Argentina,Cabo Verde,0
Argentina,Costa Rica,5
Argentina,Cuba,583
Argentina,Cuba,255
Argentina,Czech Rep.,0
Argentina,Germany,0
Argentina,Dominican Rep.,283
Argentina,Dominican Rep.,0
Argentina,Algeria,6
Argentina,Algeria,30
Argentina,Ecuador,0
Argentina,Ecuador,17
Argentina,Egypt,6
Argentina,Egypt,0
Argentina,Eritrea,0
Argentina,Spain,6
Argentina,Ethiopia,0
Argentina,United Kingdom,0
Argentina,Georgia,0
Argentina,Georgia,0
Argentina,Ghana,119
Argentina,Ghana,38
Argentina,Guinea,12
Argentina,Guinea,9
Argentina,Gambia,9
Argentina,Gambia,0
Argentina,Guinea-Bissau,5
Argentina,Guinea-Bissau,8
Argentina,Equatorial Guinea,0
Argentina,Greece,0
Argentina,Guatemala,0
Argentina,Guatemala,0
Argentina,Guyana,0
Argentina,Honduras,0
Argentina,Honduras,0
Argentina,Croatia,0
Argentina,Haiti,591
Argentina,Haiti,66
Argentina,Hungary,8
Argentina,Hungary,0
Argentina,India,114
Argentina,India,22
Argentina,Iran (Islamic Rep. of),0
Argentina,Iran (Islamic Rep. of),23
Argentina,Iraq,7
Argentina,Iraq,22
Argentina,Israel,0
Argentina,Italy,0
Argentina,Italy,0
Argentina,Jamaica,9
Argentina,Jordan,0
Argentina,Kazakhstan,0
Argentina,Kazakhstan,18
Argentina,Kyrgyzstan,0
Argentina,Kuwait,0
Argentina,Lebanon,0
Argentina,Lebanon,0
Argentina,Liberia,0
Argentina,Liberia,44
Argentina,Libya,0
Argentina,Sri Lanka,37
Argentina,Latvia,0
Argentina,Morocco,11
Argentina,Morocco,0
Argentina,Rep. of Moldova,0
Argentina,Mexico,0
Argentina,Mexico,0
Argentina,The former Yugoslav Republic of Macedonia,9
Argentina,Mali,0
Argentina,Mali,9
Argentina,Mauritania,0
Argentina,Mauritania,0
Argentina,Malaysia,0
Argentina,Nigeria,55
Argentina,Nigeria,42
Argentina,Nicaragua,0
Argentina,Nepal,0
Argentina,Pakistan,24
Argentina,Pakistan,32
Argentina,Panama,0
Argentina,Peru,24
Argentina,Peru,547
Argentina,Philippines,5
Argentina,Philippines,0
Argentina,Portugal,0
Argentina,Paraguay,12
Argentina,Paraguay,8
Argentina,Palestinian,9
Argentina,Palestinian,10
Argentina,Qatar,0
Argentina,Romania,0
Argentina,Romania,51
Argentina,Russian Federation,75
Argentina,Russian Federation,65
Argentina,Rwanda,0
Argentina,Sudan,0
Argentina,Senegal,956
Argentina,Senegal,42
Argentina,Singapore,0
Argentina,Sierra Leone,8
Argentina,Sierra Leone,37
Argentina,El Salvador,26
Argentina,El Salvador,22
Argentina,Somalia,0
Argentina,Somalia,5
Argentina,Serbia and Kosovo (S/RES/1244 (1999)),0
Argentina,Serbia and Kosovo (S/RES/1244 (1999)),0
Argentina,Slovakia,0
Argentina,Syrian Arab Rep.,84
Argentina,Syrian Arab Rep.,348
Argentina,Syrian Arab Rep.,370
Argentina,Chad,0
Argentina,Togo,0
Argentina,Togo,0
Argentina,Turkmenistan,0
Argentina,Tunisia,0
Argentina,Tunisia,0
Argentina,Turkey,11
Argentina,United Rep. of Tanzania,0
Argentina,Ukraine,159
Argentina,Ukraine,94
Argentina,Uruguay,0
Argentina,United States of America,11
Argentina,United States of America,0
Argentina,Venezuela (Bolivarian Republic of),182
Argentina,Venezuela (Bolivarian Republic of),56621
Argentina,Venezuela (Bolivarian Republic of),0
Argentina,Viet Nam,0
Argentina,Stateless,8
Argentina,Stateless,6
Argentina,Various/Unknown,83
Argentina,Various/Unknown,567
Argentina,Yemen,15
Argentina,South Africa,5
Argentina,South Africa,0
Argentina,Zimbabwe,0
Armenia,Afghanistan,6
Armenia,Azerbaijan,0
Armenia,Azerbaijan,2034
Armenia,Côte d'Ivoire,6
Armenia,Cameroon,0
Armenia,Georgia,8
Armenia,Iran (Islamic Rep. of),19
Armenia,Iran (Islamic Rep. of),31
Armenia,Iraq,6
Armenia,Iraq,1061
Armenia,Jordan,0
Armenia,Kazakhstan,0
Armenia,Lebanon,0
Armenia,Lebanon,19
Armenia,Nigeria,0
Armenia,Palestinian,6
Armenia,Russian Federation,0
Armenia,Russian Federation,0
Armenia,Sudan,0
Armenia,Syrian Arab Rep.,12
Armenia,Syrian Arab Rep.,14680
Armenia,Thailand,0
Armenia,Turkmenistan,0
Armenia,Turkey,10
Armenia,Turkey,0
Armenia,Ukraine,0
Armenia,Ukraine,113
Armenia,Uzbekistan,0
Armenia,Stateless,773
Armenia,Yemen,6
Armenia,Yemen,5
Antigua and Barbuda,Sri Lanka,0
Antigua and Barbuda,Syrian Arab Rep.,0
Australia,Afghanistan,1795
Australia,Afghanistan,10922
Australia,Angola,0
Australia,Angola,0
Australia,Albania,84
Australia,Albania,59
Australia,Andorra,0
Australia,United Arab Emirates,0
Australia,United Arab Emirates,7
Australia,Argentina,21
Australia,Argentina,0
Australia,Armenia,0
Australia,American Samoa,0
Australia,Antigua and Barbuda,0
Australia,Austria,0
Australia,Azerbaijan,14
Australia,Azerbaijan,9
Australia,Burundi,33
Australia,Burundi,50
Australia,Benin,0
Australia,Burkina Faso,0
Australia,Bangladesh,857
Australia,Bangladesh,434
Australia,Bulgaria,6
Australia,Bahrain,18
Australia,Bahrain,97
Australia,Bosnia and Herzegovina,15
Australia,Belarus,6
Australia,Belarus,7
Australia,Brazil,25
Australia,Brazil,0
Australia,Brunei Darussalam,10
Australia,Bhutan,20
Australia,Bhutan,0
Australia,Botswana,0
Australia,Botswana,0
Australia,Central African Rep.,0
Australia,Canada,6
Australia,Chile,14
Australia,China,8525
Australia,China,2543
Australia,Côte d'Ivoire,0
Australia,Côte d'Ivoire,5
Australia,Cameroon,40
Australia,Cameroon,42
Australia,Dem. Rep. of the Congo,61
Australia,Dem. Rep. of the Congo,48
Australia,Congo,12
Australia,Congo,13
Australia,Colombia,102
Australia,Colombia,116
Australia,Cuba,6
Australia,Cuba,0
Australia,Cyprus,9
Australia,Czech Rep.,0
Australia,Czech Rep.,0
Australia,Germany,8
Australia,Germany,5
Australia,Djibouti,0
Australia,Djibouti,0
Australia,Dominica,0
Australia,Algeria,16
Australia,Algeria,10
Australia,Ecuador,0
Australia,Ecuador,0
Australia,Egypt,230
Australia,Egypt,1560
Australia,Eritrea,28
Australia,Eritrea,138
Australia,Estonia,7
Australia,Estonia,0
Australia,Ethiopia,267
Australia,Ethiopia,282
Australia,Finland,0
Australia,Fiji,462
Australia,Fiji,406
Australia,France,12
Australia,France,0
Australia,Gabon,0
Australia,United Kingdom,29
Australia,United Kingdom,5
Australia,Georgia,13
Australia,Georgia,16
Australia,Ghana,91
Australia,Ghana,32
Australia,Guinea,9
Australia,Guinea,12
Australia,Gambia,7
Australia,Gambia,8
Australia,Greece,12
Australia,Greece,6
Australia,Guatemala,0
Australia,Guatemala,0
Australia,"China, Hong Kong SAR",57
Australia,"China, Hong Kong SAR",0
Australia,Honduras,7
Australia,Honduras,0
Australia,Croatia,0
Australia,Haiti,0
Australia,Hungary,0
Australia,Indonesia,775
Australia,Indonesia,205
Australia,India,2300
Australia,India,388
Australia,Ireland,12
Australia,Iran (Islamic Rep. of),5877
Australia,Iran (Islamic Rep. of),8077
Australia,Iraq,1563
Australia,Iraq,4042
Australia,Israel,31
Australia,Israel,15
Australia,Italy,12
Australia,Italy,5
Australia,Jamaica,0
Australia,Jamaica,0
Australia,Jordan,113
Australia,Jordan,149
Australia,Japan,9
Australia,Japan,10
Australia,Kazakhstan,5
Australia,Kazakhstan,7
Australia,Kenya,81
Australia,Kenya,117
Australia,Kyrgyzstan,13
Australia,Kyrgyzstan,14
Australia,Cambodia,192
Australia,Cambodia,31
Australia,Rep. of Korea,107
Australia,Rep. of Korea,45
Australia,Kuwait,0
Australia,Kuwait,54
Australia,Lao People's Dem. Rep.,37
Australia,Lao People's Dem. Rep.,0
Australia,Lebanon,668
Australia,Lebanon,548
Australia,Liberia,25
Australia,Liberia,37
Australia,Libya,133
Australia,Libya,992
Australia,Sri Lanka,3258
Australia,Sri Lanka,4489
Australia,Lithuania,6
Australia,Latvia,0
Australia,Morocco,8
Australia,Morocco,12
Australia,Rep. of Moldova,6
Australia,Madagascar,6
Australia,Maldives,17
Australia,Maldives,10
Australia,Mexico,8
Australia,Mexico,10
Australia,The former Yugoslav Republic of Macedonia,30
Australia,The former Yugoslav Republic of Macedonia,0
Australia,Mali,7
Australia,Myanmar,243
Australia,Myanmar,516
Australia,Mongolia,51
Australia,Mongolia,27
Australia,Mozambique,0
Australia,Mozambique,0
Australia,Mauritania,0
Australia,Mauritius,59
Australia,Mauritius,7
Australia,Malawi,10
Australia,Malaysia,8539
Australia,Malaysia,240
Australia,Niger,0
Australia,Nigeria,305
Australia,Nigeria,187
Australia,Nicaragua,0
Australia,Netherlands,0
Australia,Netherlands,0
Australia,Norway,9
Australia,Nepal,327
Australia,Nepal,182
Australia,New Zealand,27
Australia,New Zealand,26
Australia,Oman,0
Australia,Oman,0
Australia,Pakistan,2351
Australia,Pakistan,4496
Australia,Peru,21
Australia,Peru,9
Australia,Philippines,287
Australia,Philippines,51
Australia,Papua New Guinea,372
Australia,Papua New Guinea,396
Australia,Poland,0
Australia,Poland,0
Australia,Dem. People's Rep. of Korea,5
Australia,Dem. People's Rep. of Korea,19
Australia,Portugal,6
Australia,Palestinian,152
Australia,Palestinian,378
Australia,Qatar,0
Australia,Romania,13
Australia,Romania,9
Australia,Russian Federation,33
Australia,Russian Federation,55
Australia,Rwanda,65
Australia,Rwanda,64
Australia,Saudi Arabia,97
Australia,Saudi Arabia,94
Australia,Sudan,303
Australia,Sudan,239
Australia,Senegal,0
Australia,Senegal,0
Australia,Singapore,7
Australia,Singapore,6
Australia,Solomon Islands,106
Australia,Solomon Islands,21
Australia,Sierra Leone,41
Australia,Sierra Leone,29
Australia,El Salvador,18
Australia,El Salvador,10
Australia,Somalia,257
Australia,Somalia,139
Australia,Serbia and Kosovo (S/RES/1244 (1999)),23
Australia,Serbia and Kosovo (S/RES/1244 (1999)),0
Australia,South Sudan,27
Australia,South Sudan,7
Australia,Slovakia,0
Australia,Sweden,0
Australia,Sweden,0
Australia,Seychelles,0
Australia,Syrian Arab Rep.,130
Australia,Syrian Arab Rep.,477
Australia,Chad,0
Australia,Chad,0
Australia,Togo,0
Australia,Togo,0
Australia,Thailand,413
Australia,Thailand,15
Australia,Tibetan,5
Australia,Tibetan,17
Australia,Tajikistan,0
Australia,Turkmenistan,0
Australia,Timor-Leste,0
Australia,Timor-Leste,8
Australia,Tonga,96
Australia,Tonga,34
Australia,Tunisia,13
Australia,Tunisia,5
Australia,Turkey,441
Australia,Turkey,476
Australia,United Rep. of Tanzania,12
Australia,United Rep. of Tanzania,14
Australia,Uganda,45
Australia,Uganda,65
Australia,Ukraine,82
Australia,Ukraine,18
Australia,Uruguay,6
Australia,United States of America,31
Australia,United States of America,20
Australia,Uzbekistan,10
Australia,Uzbekistan,29
Australia,Venezuela (Bolivarian Republic of),80
Australia,Venezuela (Bolivarian Republic of),26
Australia,Viet Nam,1583
Australia,Viet Nam,200
Australia,Vanuatu,7
Australia,Vanuatu,0
Australia,Samoa,10
Australia,Samoa,0
Australia,Stateless,2290
Australia,Stateless,2609
Australia,Stateless,52
Australia,Various/Unknown,398
Australia,Various/Unknown,47
Australia,Yemen,12
Australia,Yemen,27
Australia,South Africa,88
Australia,South Africa,36
Australia,Zambia,24
Australia,Zambia,10
Australia,Zimbabwe,117
Australia,Zimbabwe,986
Austria,Afghanistan,24233
Austria,Afghanistan,26939
Austria,Angola,13
Austria,Angola,82
Austria,Albania,51
Austria,Albania,88
Austria,United Arab Emirates,0
Austria,Armenia,673
Austria,Armenia,692
Austria,Australia,0
Austria,Azerbaijan,214
Austria,Azerbaijan,323
Austria,Burundi,7
Austria,Burundi,16
Austria,Benin,45
Austria,Benin,0
Austria,Burkina Faso,5
Austria,Burkina Faso,9
Austria,Bangladesh,445
Austria,Bangladesh,276
Austria,Bulgaria,0
Austria,Bosnia and Herzegovina,31
Austria,Bosnia and Herzegovina,117
Austria,Belarus,49
Austria,Belarus,82
Austria,Bolivia (Plurinational State of),11
Austria,Brazil,0
Austria,Brazil,0
Austria,Bhutan,0
Austria,Central African Rep.,0
Austria,Canada,0
Austria,Canada,0
Austria,China,331
Austria,China,559
Austria,Côte d'Ivoire,39
Austria,Côte d'Ivoire,70
Austria,Cameroon,89
Austria,Cameroon,233
Austria,Dem. Rep. of the Congo,120
Austria,Dem. Rep. of the Congo,406
Austria,Congo,15
Austria,Congo,131
Austria,Colombia,15
Austria,Colombia,0
Austria,Cabo Verde,0
Austria,Cuba,19
Austria,Cuba,14
Austria,Czech Rep.,0
Austria,Algeria,248
Austria,Algeria,43
Austria,Egypt,257
Austria,Egypt,185
Austria,Eritrea,89
Austria,Eritrea,303
Austria,Estonia,0
Austria,Ethiopia,145
Austria,Ethiopia,188
Austria,Gabon,0
Austria,Gabon,0
Austria,Georgia,734
Austria,Georgia,555
Austria,Ghana,71
Austria,Ghana,31
Austria,Guinea,82
Austria,Guinea,142
Austria,Gambia,219
Austria,Gambia,134
Austria,Guinea-Bissau,13
Austria,Guinea-Bissau,0
Austria,Equatorial Guinea,0
Austria,Equatorial Guinea,0
Austria,Greece,0
Austria,Guatemala,9
Austria,Croatia,0
Austria,Croatia,0
Austria,Haiti,0
Austria,Indonesia,0
Austria,Indonesia,0
Austria,India,600
Austria,India,63
Austria,Ireland,0
Austria,Iran (Islamic Rep. of),3433
Austria,Iran (Islamic Rep. of),4565
Austria,Iraq,7805
Austria,Iraq,7414
Austria,Israel,6
Austria,Israel,11
Austria,Jordan,38
Austria,Jordan,62
Austria,Kazakhstan,88
Austria,Kazakhstan,100
Austria,Kenya,22
Austria,Kenya,30
Austria,Kyrgyzstan,51
Austria,Kyrgyzstan,244
Austria,Cambodia,0
Austria,Rep. of Korea,0
Austria,Kuwait,7
Austria,Kuwait,0
Austria,Lao People's Dem. Rep.,0
Austria,Lebanon,157
Austria,Lebanon,68
Austria,Liberia,25
Austria,Liberia,18
Austria,Libya,146
Austria,Libya,80
Austria,Sri Lanka,47
Austria,Sri Lanka,67
Austria,Morocco,218
Austria,Morocco,30
Austria,Rep. of Moldova,44
Austria,Rep. of Moldova,66
Austria,Madagascar,0
Austria,Mexico,0
Austria,Mexico,0
Austria,The former Yugoslav Republic of Macedonia,85
Austria,The former Yugoslav Republic of Macedonia,75
Austria,Mali,23
Austria,Mali,11
Austria,Myanmar,14
Austria,Myanmar,36
Austria,Montenegro,5
Austria,Montenegro,12
Austria,Mongolia,288
Austria,Mongolia,177
Austria,Mauritania,6
Austria,Mauritania,0
Austria,Mauritius,0
Austria,Malawi,0
Austria,Niger,5
Austria,Nigeria,1659
Austria,Nigeria,407
Austria,Nicaragua,0
Austria,Nepal,82
Austria,Nepal,39
Austria,Pakistan,1345
Austria,Pakistan,270
Austria,Peru,0
Austria,Philippines,18
Austria,Philippines,10
Austria,Poland,0
Austria,Portugal,0
Austria,Romania,0
Austria,Romania,9
Austria,Russian Federation,2239
Austria,Russian Federation,11301
Austria,Rwanda,11
Austria,Rwanda,19
Austria,Saudi Arabia,0
Austria,Sudan,109
Austria,Sudan,298
Austria,Senegal,31
Austria,Senegal,13
Austria,Sierra Leone,43
Austria,Sierra Leone,26
Austria,El Salvador,0
Austria,Somalia,2418
Austria,Somalia,5671
Austria,Serbia and Kosovo (S/RES/1244 (1999)),397
Austria,Serbia and Kosovo (S/RES/1244 (1999)),1216
Austria,South Sudan,12
Austria,South Sudan,5
Austria,Slovakia,0
Austria,Slovakia,0
Austria,Syrian Arab Rep.,3937
Austria,Syrian Arab Rep.,43888
Austria,Chad,5
Austria,Chad,0
Austria,Togo,9
Austria,Togo,12
Austria,Thailand,0
Austria,Tajikistan,129
Austria,Tajikistan,166
Austria,Turkmenistan,0
Austria,Turkmenistan,7
Austria,Tunisia,94
Austria,Tunisia,7
Austria,Turkey,529
Austria,Turkey,802
Austria,United Rep. of Tanzania,0
Austria,United Rep. of Tanzania,0
Austria,Uganda,21
Austria,Uganda,23
Austria,Ukraine,770
Austria,Ukraine,292
Austria,United States of America,0
Austria,United States of America,0
Austria,Uzbekistan,126
Austria,Uzbekistan,113
Austria,Venezuela (Bolivarian Republic of),23
Austria,Venezuela (Bolivarian Republic of),0
Austria,Viet Nam,16
Austria,Viet Nam,17
Austria,Stateless,2326
Austria,Stateless,1003
Austria,Various/Unknown,756
Austria,Various/Unknown,3308
Austria,Yemen,120
Austria,Yemen,163
Austria,South Africa,0
Austria,South Africa,0
Austria,Zambia,0
Austria,Zambia,0
Austria,Zimbabwe,5
Austria,Zimbabwe,22
Azerbaijan,Afghanistan,70
Azerbaijan,Afghanistan,587
Azerbaijan,Armenia,0
Azerbaijan,Azerbaijan,612785
Azerbaijan,Côte d'Ivoire,0
Azerbaijan,Iran (Islamic Rep. of),0
Azerbaijan,Iran (Islamic Rep. of),56
Azerbaijan,Iraq,8
Azerbaijan,Sri Lanka,0
Azerbaijan,Pakistan,8
Azerbaijan,Pakistan,16
Azerbaijan,Palestinian,0
Azerbaijan,Russian Federation,28
Azerbaijan,Russian Federation,419
Azerbaijan,Syrian Arab Rep.,0
Azerbaijan,Syrian Arab Rep.,15
Azerbaijan,Turkey,8
Azerbaijan,Ukraine,6
Azerbaijan,Uzbekistan,0
Azerbaijan,Stateless,3585
Azerbaijan,Yemen,8
Burundi,Angola,0
Burundi,Burundi,57258
Burundi,Burundi,686
Burundi,Burundi,70612
Burundi,Benin,6
Burundi,Central African Rep.,6
Burundi,Central African Rep.,0
Burundi,Dem. Rep. of the Congo,2737
Burundi,Dem. Rep. of the Congo,35
Burundi,Dem. Rep. of the Congo,61867
Burundi,Ethiopia,0
Burundi,India,0
Burundi,Kenya,0
Burundi,Kenya,0
Burundi,Mali,0
Burundi,Mali,0
Burundi,Mali,13
Burundi,Mozambique,0
Burundi,Nigeria,0
Burundi,Pakistan,0
Burundi,Rwanda,793
Burundi,Rwanda,40
Burundi,Rwanda,422
Burundi,Senegal,0
Burundi,Senegal,0
Burundi,Somalia,0
Burundi,Somalia,23
Burundi,South Sudan,0
Burundi,Turkey,0
Burundi,Turkey,21
Burundi,United Rep. of Tanzania,0
Burundi,Uganda,7
Burundi,United States of America,0
Burundi,Stateless,974
Burundi,Zambia,0
Belgium,Afghanistan,3915
Belgium,Afghanistan,3201
Belgium,Angola,145
Belgium,Angola,91
Belgium,Albania,385
Belgium,Albania,534
Belgium,United Arab Emirates,0
Belgium,Armenia,220
Belgium,Armenia,127
Belgium,Azerbaijan,65
Belgium,Azerbaijan,75
Belgium,Burundi,355
Belgium,Burundi,454
Belgium,Benin,35
Belgium,Benin,30
Belgium,Burkina Faso,65
Belgium,Burkina Faso,76
Belgium,Bangladesh,20
Belgium,Bangladesh,18
Belgium,Bulgaria,15
Belgium,Bulgaria,14
Belgium,Bosnia and Herzegovina,40
Belgium,Bosnia and Herzegovina,50
Belgium,Belarus,45
Belgium,Belarus,41
Belgium,Bolivia (Plurinational State of),0
Belgium,Brazil,10
Belgium,Bhutan,0
Belgium,Central African Rep.,15
Belgium,Central African Rep.,41
Belgium,Chile,10
Belgium,Chile,48
Belgium,China,105
Belgium,China,1197
Belgium,Côte d'Ivoire,165
Belgium,Côte d'Ivoire,153
Belgium,Cameroon,360
Belgium,Cameroon,404
Belgium,Dem. Rep. of the Congo,665
Belgium,Dem. Rep. of the Congo,1015
Belgium,Congo,20
Belgium,Congo,31
Belgium,Colombia,80
Belgium,Colombia,33
Belgium,Cuba,5
Belgium,Cuba,8
Belgium,Czech Rep.,5
Belgium,Czech Rep.,6
Belgium,Germany,0
Belgium,Djibouti,105
Belgium,Djibouti,267
Belgium,Dominican Rep.,5
Belgium,Dominican Rep.,0
Belgium,Algeria,100
Belgium,Algeria,46
Belgium,Egypt,75
Belgium,Egypt,50
Belgium,Eritrea,350
Belgium,Eritrea,1000
Belgium,Spain,0
Belgium,Ethiopia,70
Belgium,Ethiopia,121
Belgium,Gabon,15
Belgium,Gabon,16
Belgium,United Kingdom,5
Belgium,Georgia,260
Belgium,Georgia,49
Belgium,Ghana,25
Belgium,Ghana,36
Belgium,Guinea,810
Belgium,Guinea,2690
Belgium,Gambia,45
Belgium,Gambia,15
Belgium,Guinea-Bissau,5
Belgium,Guinea-Bissau,11
Belgium,Guatemala,10
Belgium,Guatemala,6
Belgium,Guyana,0
Belgium,Honduras,20
Belgium,Croatia,5
Belgium,Haiti,5
Belgium,Haiti,0
Belgium,Hungary,49
Belgium,India,40
Belgium,India,20
Belgium,Iran (Islamic Rep. of),290
Belgium,Iran (Islamic Rep. of),960
Belgium,Iraq,2020
Belgium,Iraq,4000
Belgium,Israel,10
Belgium,Israel,13
Belgium,Jamaica,0
Belgium,Jordan,40
Belgium,Jordan,24
Belgium,Kazakhstan,30
Belgium,Kazakhstan,38
Belgium,Kenya,5
Belgium,Kenya,22
Belgium,Kyrgyzstan,40
Belgium,Kyrgyzstan,64
Belgium,Cambodia,8
Belgium,Kuwait,7
Belgium,Lao People's Dem. Rep.,13
Belgium,Lebanon,155
Belgium,Lebanon,99
Belgium,Liberia,10
Belgium,Liberia,15
Belgium,Libya,45
Belgium,Libya,60
Belgium,Sri Lanka,100
Belgium,Sri Lanka,394
Belgium,Lithuania,7
Belgium,Latvia,0
Belgium,Morocco,130
Belgium,Morocco,70
Belgium,Rep. of Moldova,15
Belgium,Rep. of Moldova,0
Belgium,Madagascar,5
Belgium,Madagascar,0
Belgium,Mexico,5
Belgium,The former Yugoslav Republic of Macedonia,135
Belgium,The former Yugoslav Republic of Macedonia,113
Belgium,Mali,55
Belgium,Mali,61
Belgium,Myanmar,9
Belgium,Montenegro,5
Belgium,Mongolia,5
Belgium,Mauritania,135
Belgium,Mauritania,206
Belgium,Namibia,0
Belgium,Niger,60
Belgium,Niger,91
Belgium,Nigeria,70
Belgium,Nigeria,43
Belgium,Nepal,20
Belgium,Nepal,13
Belgium,Pakistan,155
Belgium,Pakistan,222
Belgium,Peru,5
Belgium,Peru,0
Belgium,Philippines,5
Belgium,Poland,154
Belgium,Dem. People's Rep. of Korea,5
Belgium,Dem. People's Rep. of Korea,36
Belgium,Palestinian,535
Belgium,Palestinian,117
Belgium,Romania,20
Belgium,Romania,38
Belgium,Russian Federation,825
Belgium,Russian Federation,2558
Belgium,Rwanda,420
Belgium,Rwanda,803
Belgium,Saudi Arabia,0
Belgium,Sudan,75
