Country / territory of asylum/residence,Origin,Value
Argentina,South Africa,1
Armenia,Azerbaijan,280586
Armenia,Iraq,2
Armenia,Sudan,1
Armenia,Somalia,2
Australia,Afghanistan,376
Australia,Afghanistan,4358
Australia,Angola,7
Australia,Angola,11
Australia,Albania,56
Australia,Albania,63
Australia,United Arab Emirates,4
Australia,Argentina,5
Australia,Armenia,12
Australia,Armenia,5
Australia,Australia,1
Australia,Australia,1
Australia,Austria,1
Australia,Austria,14
Australia,Azerbaijan,3
Australia,Azerbaijan,1
Australia,Burundi,6
Australia,Burundi,8
Australia,Belgium,2
Australia,Bangladesh,365
Australia,Bangladesh,114
Australia,Bulgaria,49
Australia,Bulgaria,24
Australia,Bahrain,3
Australia,Bahrain,5
Australia,Bosnia and Herzegovina,6
Australia,Bosnia and Herzegovina,6269
Australia,Bosnia and Herzegovina,18
Australia,Belarus,26
Australia,Belarus,5
Australia,Bolivia (Plurinational State of),7
Australia,Brazil,16
Australia,Brazil,15
Australia,Bhutan,2
Australia,Canada,2
Australia,Chile,27
Australia,Chile,7
Australia,China,1004
Australia,China,475
Australia,Cameroon,3
Australia,Cameroon,2
Australia,Dem. Rep. of the Congo,1
Australia,Dem. Rep. of the Congo,14
Australia,Congo,7
Australia,Colombia,193
Australia,Colombia,185
Australia,Cuba,5
Australia,Cyprus,3
Australia,Cyprus,1
Australia,Czech Rep.,3
Australia,Czech Rep.,8
Australia,Germany,2
Australia,Germany,25
Australia,Djibouti,6
Australia,Algeria,28
Australia,Algeria,331
Australia,Ecuador,13
Australia,Ecuador,260
Australia,Egypt,102
Australia,Egypt,212
Australia,Eritrea,8
Australia,Eritrea,663
Australia,Spain,1
Australia,Estonia,3
Australia,Estonia,5
Australia,Ethiopia,29
Australia,Ethiopia,874
Australia,Finland,1
Australia,Fiji,331
Australia,Fiji,18
Australia,France,3
Australia,France,12
Australia,United Kingdom,5
Australia,Georgia,28
Australia,Georgia,8
Australia,Ghana,32
Australia,Ghana,11
Australia,Guinea,3
Australia,Guinea,1
Australia,Greece,2
Australia,Guatemala,4
Australia,Guyana,1
Australia,"China, Hong Kong SAR",8
Australia,Croatia,14
Australia,Croatia,4902
Australia,Hungary,7
Australia,Hungary,1
Australia,Indonesia,2646
Australia,Indonesia,147
Australia,India,874
Australia,India,117
Australia,Ireland,3
Australia,Iran (Islamic Rep. of),369
Australia,Iran (Islamic Rep. of),2617
Australia,Iraq,358
Australia,Iraq,10521
Australia,Israel,12
Australia,Israel,10
Australia,Italy,12
Australia,Jordan,47
Australia,Jordan,66
Australia,Japan,1
Australia,Japan,2
Australia,Kazakhstan,6
Australia,Kazakhstan,29
Australia,Kenya,11
Australia,Kenya,75
Australia,Kyrgyzstan,15
Australia,Kyrgyzstan,2
Australia,Cambodia,37
Australia,Cambodia,615
Australia,Rep. of Korea,64
Australia,Rep. of Korea,26
Australia,Kuwait,8
Australia,Kuwait,432
Australia,Lao People's Dem. Rep.,9
Australia,Lao People's Dem. Rep.,5
Australia,Lebanon,164
Australia,Lebanon,415
Australia,Liberia,3
Australia,Liberia,8
Australia,Libya,1
Australia,Libya,2
Australia,Sri Lanka,528
Australia,Sri Lanka,2091
Australia,Lithuania,13
Australia,Lithuania,2
Australia,Latvia,21
Australia,Latvia,1
Australia,Morocco,4
Australia,Morocco,5
Australia,Rep. of Moldova,48
Australia,Rep. of Moldova,2
Australia,Maldives,1
Australia,Maldives,1
Australia,Mexico,1
Australia,Mexico,7
Australia,The former Yugoslav Republic of Macedonia,83
Australia,The former Yugoslav Republic of Macedonia,28
Australia,Mali,2
Australia,Myanmar,156
Australia,Myanmar,962
Australia,Mongolia,27
Australia,Mozambique,1
Australia,Mauritania,1
Australia,Mauritania,1
Australia,Mauritius,6
Australia,Mauritius,2
Australia,Malawi,1
Australia,Malaysia,104
Australia,Malaysia,6
Australia,Niger,8
Australia,Nigeria,108
Australia,Nigeria,24
Australia,Nicaragua,1
Australia,Nicaragua,14
Australia,Netherlands,1
Australia,Nepal,181
Australia,Nepal,27
Australia,Pakistan,252
Australia,Pakistan,578
Australia,Peru,56
Australia,Peru,55
Australia,Philippines,141
Australia,Philippines,37
Australia,Papua New Guinea,3
Australia,Poland,9
Australia,Poland,1
Australia,Dem. People's Rep. of Korea,4
Australia,Dem. People's Rep. of Korea,3
Australia,Portugal,6
Australia,Portugal,1
Australia,Paraguay,1
Australia,Palestinian,93
Australia,Palestinian,55
Australia,Qatar,1
Australia,Romania,25
Australia,Romania,12
Australia,Russian Federation,180
Australia,Russian Federation,697
Australia,Rwanda,6
Australia,Rwanda,11
Australia,Saudi Arabia,1
Australia,Saudi Arabia,3
Australia,Sudan,15
Australia,Sudan,2872
Australia,Senegal,7
Australia,Senegal,1
Australia,Singapore,12
Australia,Singapore,4
Australia,Solomon Islands,19
Australia,Sierra Leone,20
Australia,Sierra Leone,100
Australia,El Salvador,5
Australia,El Salvador,222
Australia,Somalia,18
Australia,Somalia,2094
Australia,Serbia and Kosovo (S/RES/1244 (1999)),126
Australia,Serbia and Kosovo (S/RES/1244 (1999)),12046
Australia,Serbia and Kosovo (S/RES/1244 (1999)),204
Australia,Slovenia,3
Australia,Slovenia,13
Australia,Syrian Arab Rep.,61
Australia,Syrian Arab Rep.,61
Australia,Chad,2
Australia,Togo,1
Australia,Thailand,97
Australia,Thailand,34
Australia,Tajikistan,1
Australia,Timor-Leste,19
Australia,Timor-Leste,648
Australia,Tonga,13
Australia,Tonga,3
Australia,Tunisia,11
Australia,Tunisia,3
Australia,Turkey,92
Australia,Turkey,655
Australia,United Rep. of Tanzania,7
Australia,United Rep. of Tanzania,8
Australia,Uganda,12
Australia,Uganda,20
Australia,Ukraine,203
Australia,Ukraine,20
Australia,Uruguay,7
Australia,Uruguay,1
Australia,United States of America,2
Australia,United States of America,1
Australia,Uzbekistan,9
Australia,Uzbekistan,3
Australia,Viet Nam,158
Australia,Viet Nam,1731
Australia,Vanuatu,2
Australia,Samoa,1
Australia,Samoa,1
Australia,Stateless,28
Australia,Stateless,137
Australia,Various/Unknown,388
Australia,Various/Unknown,1534
Australia,Yemen,2
Australia,Yemen,18
Australia,South Africa,25
Australia,South Africa,2
Australia,Zambia,3
Australia,Zambia,1
Australia,Zimbabwe,22
Australia,Zimbabwe,1
Austria,Afghanistan,679
Austria,Angola,17
Austria,Albania,120
Austria,Armenia,22
Austria,Austria,1
Austria,Azerbaijan,17
Austria,Burundi,3
Austria,Bangladesh,8
Austria,Bulgaria,62
Austria,Bosnia and Herzegovina,1398
Austria,Bosnia and Herzegovina,288
Austria,Chile,11
Austria,China,37
Austria,Cote d'Ivoire,3
Austria,Cameroon,20
Austria,Dem. Rep. of the Congo,170
Austria,Congo,13
Austria,Colombia,28
Austria,Cuba,11
Austria,Czech Rep.,10
Austria,Algeria,5
Austria,Egypt,23
Austria,Eritrea,1
Austria,Ethiopia,55
Austria,Georgia,3
Austria,Ghana,38
Austria,Guinea,7
Austria,Croatia,26
Austria,Hungary,2
Austria,Indonesia,3
Austria,India,4
Austria,Iran (Islamic Rep. of),1480
Austria,Iraq,1902
Austria,Jordan,7
Austria,Cambodia,180
Austria,Lao People's Dem. Rep.,22
Austria,Lebanon,58
Austria,Liberia,20
Austria,Libya,2
Austria,Sri Lanka,13
Austria,The former Yugoslav Republic of Macedonia,9
Austria,Mongolia,8
Austria,Nigeria,55
Austria,Pakistan,38
Austria,Peru,3
Austria,Poland,10
Austria,Romania,2079
Austria,Russian Federation,201
Austria,Rwanda,57
Austria,Sudan,29
Austria,Senegal,1
Austria,Sierra Leone,16
Austria,Somalia,54
Austria,Serbia and Kosovo (S/RES/1244 (1999)),3931
Austria,Serbia and Kosovo (S/RES/1244 (1999)),1355
Austria,Slovakia,2
Austria,Slovenia,1
Austria,Syrian Arab Rep.,85
Austria,Chad,6
Austria,Togo,10
Austria,Tajikistan,28
Austria,Tunisia,36
Austria,Turkey,438
Austria,Uganda,4
Austria,Ukraine,14
Austria,Uzbekistan,5
Austria,Viet Nam,243
Austria,Stateless,32
Austria,Various/Unknown,9945
Austria,Various/Unknown,1615
Austria,Zimbabwe,1
Azerbaijan,Afghanistan,843
Azerbaijan,Afghanistan,172
Azerbaijan,Azerbaijan,572451
Azerbaijan,Algeria,1
Azerbaijan,Algeria,2
Azerbaijan,Indonesia,2
Azerbaijan,Iran (Islamic Rep. of),42
Azerbaijan,Iran (Islamic Rep. of),25
Azerbaijan,Iraq,11
Azerbaijan,Iraq,19
Azerbaijan,Jordan,1
Azerbaijan,Libya,1
Azerbaijan,Pakistan,3
Azerbaijan,Palestinian,3
Azerbaijan,Palestinian,2
Azerbaijan,Russian Federation,2462
Azerbaijan,Russian Federation,64
Azerbaijan,Sudan,1
Azerbaijan,Syrian Arab Rep.,1
Azerbaijan,Turkmenistan,27
Azerbaijan,Turkey,3
Azerbaijan,Uzbekistan,51649
Azerbaijan,Yemen,4
Azerbaijan,Yemen,1
Burundi,Burundi,56000
Burundi,Dem. Rep. of the Congo,5959
Burundi,Dem. Rep. of the Congo,25847
Burundi,Dem. Rep. of the Congo,336
Burundi,Congo,4
Burundi,Congo,2
Burundi,Congo,1
Burundi,Ethiopia,3
Burundi,Ethiopia,4
Burundi,Rwanda,22
Burundi,Rwanda,1260
Burundi,Rwanda,84
Burundi,Sierra Leone,1
Burundi,Sierra Leone,1
Burundi,Somalia,13
Burundi,Somalia,11
Burundi,Somalia,11
Burundi,United Rep. of Tanzania,10
Burundi,United Rep. of Tanzania,742
Burundi,United Rep. of Tanzania,10
Burundi,Uganda,1
Burundi,Uganda,1
Belgium,Afghanistan,275
Belgium,Angola,338
Belgium,Albania,134
Belgium,Armenia,51
Belgium,Azerbaijan,9
Belgium,Burundi,976
Belgium,Burkina Faso,6
Belgium,Bangladesh,6
Belgium,Bulgaria,20
Belgium,Bosnia and Herzegovina,468
Belgium,Bosnia and Herzegovina,3
Belgium,Belarus,8
Belgium,Bolivia (Plurinational State of),7
Belgium,Brazil,2
Belgium,Bhutan,4
Belgium,Central African Rep.,2
Belgium,Chile,84
Belgium,China,52
Belgium,Cote d'Ivoire,28
Belgium,Cameroon,56
Belgium,Dem. Rep. of the Congo,2058
Belgium,Congo,48
Belgium,Colombia,82
Belgium,Cuba,41
Belgium,Czech Rep.,4
Belgium,Djibouti,10
Belgium,Algeria,216
Belgium,Ecuador,4
Belgium,Egypt,5
Belgium,Ethiopia,105
Belgium,Gabon,1
Belgium,Georgia,36
Belgium,Ghana,55
Belgium,Guinea,51
Belgium,Guinea-Bissau,3
Belgium,Guatemala,2
Belgium,Croatia,71
Belgium,Haiti,16
Belgium,India,51
Belgium,Iran (Islamic Rep. of),313
Belgium,Iraq,314
Belgium,Israel,18
Belgium,Jordan,16
Belgium,Kenya,6
Belgium,Cambodia,27
Belgium,Lao People's Dem. Rep.,16
Belgium,Lebanon,88
Belgium,Liberia,51
Belgium,Sri Lanka,32
Belgium,Lithuania,1
Belgium,Morocco,21
Belgium,Rep. of Moldova,6
Belgium,Mexico,1
Belgium,The former Yugoslav Republic of Macedonia,64
Belgium,Mali,3
Belgium,Myanmar,5
Belgium,Mauritania,78
Belgium,Niger,2
Belgium,Nigeria,5
Belgium,Nicaragua,3
Belgium,Nepal,2
Belgium,Oman,1
Belgium,Pakistan,210
Belgium,Peru,70
Belgium,Poland,6
Belgium,Romania,314
Belgium,Russian Federation,35
Belgium,Rwanda,2544
Belgium,Sudan,19
Belgium,Senegal,9
Belgium,Sierra Leone,22
Belgium,El Salvador,2
Belgium,El Salvador,1
Belgium,Somalia,263
Belgium,Serbia and Kosovo (S/RES/1244 (1999)),891
Belgium,Serbia and Kosovo (S/RES/1244 (1999)),2926
Belgium,Slovenia,1
Belgium,Syrian Arab Rep.,102
Belgium,Chad,10
Belgium,Togo,107
Belgium,Tunisia,10
Belgium,Turkey,1732
Belgium,Uganda,10
Belgium,Ukraine,23
Belgium,Viet Nam,212
Belgium,Stateless,2
Belgium,Various/Unknown,46240
Belgium,Various/Unknown,5779
Belgium,South Africa,1
Benin,Angola,3
Benin,Burundi,111
Benin,Burundi,1
Benin,Burkina Faso,9
Benin,Central African Rep.,6
Benin,Cote d'Ivoire,1
Benin,Cameroon,10
Benin,Cameroon,51
Benin,Cameroon,3
Benin,Dem. Rep. of the Congo,6
Benin,Dem. Rep. of the Congo,674
Benin,Dem. Rep. of the Congo,4
Benin,Congo,5
Benin,Congo,1238
Benin,Congo,16
Benin,Comoros,1
Benin,Cuba,1
Benin,Algeria,1
Benin,Algeria,7
Benin,Ethiopia,15
Benin,Guinea,1
Benin,Guinea,4
Benin,Guinea-Bissau,2
Benin,Equatorial Guinea,10
Benin,Iraq,4
Benin,Liberia,1
Benin,Liberia,2
Benin,Morocco,1
Benin,Mali,1
Benin,Niger,2
Benin,Nigeria,6
Benin,Nigeria,205
Benin,Oman,1
Benin,Rwanda,2
Benin,Rwanda,513
Benin,Rwanda,4
Benin,Sudan,1
Benin,Sudan,28
Benin,Sudan,1
Benin,Sierra Leone,5
Benin,Sierra Leone,3
Benin,Somalia,2
Benin,Syrian Arab Rep.,1
Benin,Syrian Arab Rep.,1
Benin,Chad,3
Benin,Chad,369
Benin,Togo,21
Benin,Togo,1029
Benin,Uganda,5
Burkina Faso,Angola,2
Burkina Faso,Burundi,8
Burkina Faso,Burundi,50
Burkina Faso,Benin,3
Burkina Faso,Benin,1
Burkina Faso,Central African Rep.,4
Burkina Faso,Cote d'Ivoire,4
Burkina Faso,Cote d'Ivoire,1
Burkina Faso,Cameroon,11
Burkina Faso,Cameroon,14
Burkina Faso,Dem. Rep. of the Congo,23
Burkina Faso,Dem. Rep. of the Congo,39
Burkina Faso,Congo,101
Burkina Faso,Congo,96
Burkina Faso,Comoros,1
Burkina Faso,Algeria,1
Burkina Faso,Algeria,5
Burkina Faso,Eritrea,5
Burkina Faso,Ghana,6
Burkina Faso,Ghana,9
Burkina Faso,Ghana,1
Burkina Faso,Guinea,1
Burkina Faso,Guinea,5
Burkina Faso,Iran (Islamic Rep. of),14
Burkina Faso,Iraq,2
Burkina Faso,Liberia,12
Burkina Faso,Sri Lanka,1
Burkina Faso,Mali,8
Burkina Faso,Mauritania,1
Burkina Faso,Mauritania,10
Burkina Faso,Niger,1
Burkina Faso,Niger,1
Burkina Faso,Nigeria,12
Burkina Faso,Nigeria,52
Burkina Faso,Rwanda,17
Burkina Faso,Rwanda,180
Burkina Faso,Sudan,1
Burkina Faso,Sudan,11
Burkina Faso,Somalia,1
Burkina Faso,Chad,31
Burkina Faso,Chad,103
Burkina Faso,Chad,1
Burkina Faso,Togo,90
Burkina Faso,Togo,69
Burkina Faso,Togo,1
Burkina Faso,Viet Nam,3
Bangladesh,Afghanistan,2
Bangladesh,Iran (Islamic Rep. of),27
Bangladesh,Sri Lanka,2
Bangladesh,Myanmar,2
Bangladesh,Myanmar,21556
Bangladesh,Myanmar,1323
Bangladesh,Sierra Leone,6
Bangladesh,Somalia,34
Bangladesh,Somalia,3
Bulgaria,Afghanistan,428
Bulgaria,Afghanistan,786
Bulgaria,Angola,7
Bulgaria,Albania,5
Bulgaria,Armenia,326
Bulgaria,Azerbaijan,18
Bulgaria,Burundi,3
Bulgaria,Burundi,1
Bulgaria,Bahrain,1
Bulgaria,Bosnia and Herzegovina,35
Bulgaria,Belarus,1
Bulgaria,Cote d'Ivoire,2
Bulgaria,Cameroon,4
Bulgaria,Cameroon,3
Bulgaria,Dem. Rep. of the Congo,18
Bulgaria,Dem. Rep. of the Congo,25
Bulgaria,Congo,15
Bulgaria,Colombia,1
Bulgaria,Cuba,3
Bulgaria,Algeria,4
Bulgaria,Algeria,13
Bulgaria,Egypt,1
Bulgaria,Ethiopia,48
Bulgaria,Ethiopia,1
Bulgaria,Georgia,6
Bulgaria,Guinea,4
Bulgaria,Gambia,2
Bulgaria,India,3
Bulgaria,Iran (Islamic Rep. of),49
Bulgaria,Iran (Islamic Rep. of),61
Bulgaria,Iraq,225
Bulgaria,Iraq,102
Bulgaria,Jordan,2
Bulgaria,Kazakhstan,1
Bulgaria,Lebanon,27
Bulgaria,Lebanon,8
Bulgaria,Liberia,5
Bulgaria,Libya,1
Bulgaria,Sri Lanka,16
Bulgaria,Lithuania,1
Bulgaria,Rep. of Moldova,4
Bulgaria,Mali,1
Bulgaria,Mongolia,2
Bulgaria,Malaysia,1
Bulgaria,Nigeria,1
Bulgaria,Pakistan,34
Bulgaria,Peru,5
Bulgaria,Russian Federation,12
Bulgaria,Rwanda,2
Bulgaria,Rwanda,1
Bulgaria,Sudan,20
Bulgaria,Sudan,1
Bulgaria,Senegal,1
Bulgaria,Senegal,1
Bulgaria,Sierra Leone,4
Bulgaria,Sierra Leone,11
Bulgaria,Somalia,2
Bulgaria,Somalia,16
Bulgaria,Serbia and Kosovo (S/RES/1244 (1999)),22
Bulgaria,Serbia and Kosovo (S/RES/1244 (1999)),110
Bulgaria,Syrian Arab Rep.,25
Bulgaria,Syrian Arab Rep.,11
Bulgaria,Tajikistan,2
Bulgaria,Tunisia,1
Bulgaria,Tunisia,6
Bulgaria,Turkey,26
Bulgaria,Turkey,35
Bulgaria,United Rep. of Tanzania,3
Bulgaria,Ukraine,1
Bulgaria,Stateless,22
Bulgaria,Stateless,141
Bulgaria,Yemen,5
Bulgaria,Yemen,1
Bulgaria,Zambia,1
Bahrain,Ethiopia,1
Bahrain,Pakistan,1
Bahrain,Zimbabwe,1
Bahamas,Cuba,98
Bahamas,Liberia,1
Bahamas,Nigeria,1
Bahamas,Nigeria,1
Bahamas,Sierra Leone,1
Bahamas,Stateless,1
Bosnia and Herzegovina,Afghanistan,1
Bosnia and Herzegovina,Bangladesh,1
Bosnia and Herzegovina,Bosnia and Herzegovina,518252
Bosnia and Herzegovina,Bosnia and Herzegovina,59347
Bosnia and Herzegovina,Algeria,2
Bosnia and Herzegovina,Algeria,2
Bosnia and Herzegovina,Georgia,1
Bosnia and Herzegovina,Croatia,24877
Bosnia and Herzegovina,Croatia,1545
Bosnia and Herzegovina,Iran (Islamic Rep. of),62
Bosnia and Herzegovina,Iran (Islamic Rep. of),13
Bosnia and Herzegovina,Iraq,6
Bosnia and Herzegovina,Iraq,2
Bosnia and Herzegovina,Pakistan,3
Bosnia and Herzegovina,Romania,1
Bosnia and Herzegovina,Serbia and Kosovo (S/RES/1244 (1999)),13260
Bosnia and Herzegovina,Serbia and Kosovo (S/RES/1244 (1999)),7503
Bosnia and Herzegovina,Turkey,2
Bosnia and Herzegovina,Ukraine,1
Belarus,Afghanistan,235
Belarus,Afghanistan,368
Belarus,Armenia,1
Belarus,Azerbaijan,30
Belarus,Azerbaijan,14
Belarus,China,3
Belarus,Cameroon,12
Belarus,Dem. Rep. of the Congo,1
Belarus,Congo,4
Belarus,Ethiopia,3
Belarus,Ethiopia,17
Belarus,Georgia,30
Belarus,Georgia,35
Belarus,Guinea,3
Belarus,India,2
Belarus,India,1
Belarus,Iran (Islamic Rep. of),1
Belarus,Iran (Islamic Rep. of),5
Belarus,Iraq,2
Belarus,Iraq,1
Belarus,Kazakhstan,1
Belarus,Liberia,1
Belarus,Sri Lanka,1
Belarus,Madagascar,3
Belarus,Nigeria,1
Belarus,Pakistan,19
Belarus,Palestinian,1
Belarus,Rwanda,1
Belarus,Serbia and Kosovo (S/RES/1244 (1999)),19
Belarus,Syrian Arab Rep.,3
Belarus,Chad,1
Belarus,Tajikistan,35
Belarus,Tajikistan,14
Belarus,Various/Unknown,160000
Belarus,Yemen,1
Belize,Ethiopia,4
Belize,Ghana,1
Belize,Guinea,1
Belize,Guatemala,3341
Belize,Guatemala,280
Belize,Honduras,4138
Belize,Honduras,85
Belize,Nigeria,12
Belize,Nicaragua,128
Belize,Nicaragua,105
Belize,Sudan,2
Belize,El Salvador,919
Belize,El Salvador,778
Belize,El Salvador,1
Belize,Syrian Arab Rep.,15
Belize,Various/Unknown,1
Belize,Zimbabwe,1
Bolivia (Plurinational State of),Colombia,3
Bolivia (Plurinational State of),Cuba,18
Bolivia (Plurinational State of),Iran (Islamic Rep. of),1
Bolivia (Plurinational State of),Peru,2
Bolivia (Plurinational State of),Peru,324
Bolivia (Plurinational State of),Russian Federation,1
Bolivia (Plurinational State of),Russian Federation,5
Brazil,Afghanistan,3
Brazil,Angola,206
Brazil,Angola,1579
Brazil,Argentina,13
Brazil,Armenia,3
Brazil,Burundi,5
Brazil,Burkina Faso,2
Brazil,Bosnia and Herzegovina,17
Brazil,China,5
Brazil,Cameroon,7
Brazil,Dem. Rep. of the Congo,8
Brazil,Dem. Rep. of the Congo,182
Brazil,Congo,1
Brazil,Colombia,5
Brazil,Colombia,15
Brazil,Cuba,2
Brazil,Cuba,88
Brazil,Algeria,7
Brazil,Egypt,3
Brazil,Ethiopia,7
Brazil,Georgia,2
Brazil,Ghana,5
Brazil,Guinea-Bissau,10
Brazil,Guinea-Bissau,9
Brazil,Guyana,1
Brazil,Croatia,18
Brazil,Indonesia,1
Brazil,Iran (Islamic Rep. of),2
Brazil,Iran (Islamic Rep. of),14
Brazil,Iraq,4
Brazil,Iraq,72
Brazil,Kenya,2
Brazil,Kuwait,2
Brazil,Lebanon,1
Brazil,Lebanon,23
Brazil,Liberia,3
Brazil,Liberia,255
Brazil,Libya,2
Brazil,Libya,2
Brazil,Sri Lanka,3
Brazil,"China, Macao SAR",5
Brazil,Morocco,1
Brazil,Morocco,3
Brazil,Mali,1
Brazil,Mozambique,1
Brazil,Mauritania,2
Brazil,Nigeria,7
Brazil,Nigeria,25
Brazil,Nicaragua,1
Brazil,Pakistan,12
Brazil,Pakistan,9
Brazil,Peru,2
Brazil,Peru,39
Brazil,Palestinian,1
Brazil,Palestinian,11
Brazil,Romania,241
Brazil,Romania,1
Brazil,Russian Federation,4
Brazil,Rwanda,2
Brazil,Rwanda,16
Brazil,Sudan,2
Brazil,Sudan,21
Brazil,Sierra Leone,14
Brazil,Sierra Leone,132
Brazil,El Salvador,3
Brazil,Somalia,16
Brazil,Serbia and Kosovo (S/RES/1244 (1999)),3
Brazil,Serbia and Kosovo (S/RES/1244 (1999)),61
Brazil,Syrian Arab Rep.,5
Brazil,United Rep. of Tanzania,3
Brazil,United Rep. of Tanzania,2
Brazil,Viet Nam,22
Brazil,Various/Unknown,2
Brazil,Various/Unknown,2
Brazil,South Africa,1
Brazil,South Africa,3
Botswana,Angola,742
Botswana,Burundi,4
Botswana,Burundi,16
Botswana,Dem. Rep. of the Congo,6
Botswana,Dem. Rep. of the Congo,8
Botswana,Comoros,1
Botswana,Eritrea,1
Botswana,Ethiopia,4
Botswana,Ethiopia,6
Botswana,Kenya,2
Botswana,Kenya,1
Botswana,Namibia,4
Botswana,Namibia,2295
Botswana,Namibia,5
Botswana,Rwanda,10
Botswana,Sudan,4
Botswana,Sudan,3
Botswana,Sudan,1
Botswana,Sierra Leone,2
Botswana,Somalia,33
Botswana,Somalia,433
Botswana,United Rep. of Tanzania,1
Botswana,Uganda,6
Botswana,Uganda,29
Botswana,Zambia,1
Botswana,Zambia,1
Botswana,Zimbabwe,2
Botswana,Zimbabwe,3
