Country / territory of asylum/residence,Origin,Value,%
United Arab Emirates,Afghanistan,5,0.0000001407258261
United Arab Emirates,Canada,0,0
United Arab Emirates,China,0,0
United Arab Emirates,Cameroon,0,0
United Arab Emirates,Algeria,0,0
United Arab Emirates,"Egypt, Arab Rep., Arab Rep.",0,
United Arab Emirates,Eritrea,0,
United Arab Emirates,Ethiopia,8,0.00000007622137271
United Arab Emirates,"Iran, Islamic Rep.",7,0.0000000862464212
United Arab Emirates,"Iran, Islamic Rep.",0,0
United Arab Emirates,Iraq,482,0.00001259320211
United Arab Emirates,Iraq,697,0.0000182105018
United Arab Emirates,Jordan,0,0
United Arab Emirates,Lebanon,0,0
United Arab Emirates,Lebanon,6,0.0000009864596899
United Arab Emirates,Liberia,5,0.000001056656662
United Arab Emirates,Libya,0,0
United Arab Emirates,Morocco,0,0
United Arab Emirates,Madagascar,0,0
United Arab Emirates,Pakistan,5,0.00000002537865525
United Arab Emirates,Pakistan,0,0
United Arab Emirates,Philippines,0,0
United Arab Emirates,Palestinian,143,
United Arab Emirates,Palestinian,5,
United Arab Emirates,Rwanda,0,0
United Arab Emirates,Saudi Arabia,0,0
United Arab Emirates,Sudan,12,0.0000002960526559
United Arab Emirates,Sudan,8,0.0000001973684373
United Arab Emirates,Somalia,17,0.000001153126911
United Arab Emirates,Syrian Arab Republic,1185,0.00006486089555
United Arab Emirates,Syrian Arab Republic,128,0.000007006071418
United Arab Emirates,Tunisia,0,0
United Arab Emirates,Turkey,0,0
United Arab Emirates,Uganda,0,0
United Arab Emirates,Ukraine,0,0
United Arab Emirates,United States,0,0
United Arab Emirates,Uzbekistan,0,0
United Arab Emirates,Stateless,0,
United Arab Emirates,Yemen,24,
Argentina,Afghanistan,9,0.000000253306487
Argentina,Afghanistan,5,0.0000001407258261
Argentina,Angola,11,0.0000003693234193
Argentina,Angola,14,0.0000004700479882
Argentina,Albania,18,0.000006264231551
Argentina,Armenia,180,0.00006142401338
Argentina,Armenia,78,0.00002661707246
Argentina,Burundi,0,0
Argentina,Benin,0,0
Argentina,Burkina Faso,0,0
Argentina,Bangladesh,57,0.0000003461473625
Argentina,Bangladesh,5,0.00000003036380373
Argentina,Bulgaria,0,0
Argentina,Bulgaria,0,0
Argentina,Bosnia and Herzegovina,6,0.000001710855693
Argentina,Belarus,0,0
Argentina,Bolivia,0,0
Argentina,Bolivia,0,0
Argentina,Brazil,7,0.00000003344668926
Argentina,Brazil,0,0
Argentina,Central African Republic,0,0
Argentina,Switzerland,0,0
Argentina,Chile,7,0.0000003877101209
Argentina,Chile,33,0.000001827776284
Argentina,China,60,0.00000004327770946
Argentina,China,0,0
Argentina,Cote d'Ivoire,0,0
Argentina,Cote d'Ivoire,20,0.0000008232231243
Argentina,Cameroon,33,0.000001371928766
Argentina,Cameroon,6,0.0000002494415938
Argentina,"Congo, Rep.",25,0.0000003073519017
Argentina,"Congo, Rep.",22,0.0000002704696735
Argentina,"Congo, Rep.",0,0
Argentina,Colombia,188,0.000003831603864
Argentina,Colombia,544,0.00001108719416
Argentina,Cabo Verde,0,0
Argentina,Costa Rica,5,0.000001019208202
Argentina,Cuba,583,0.00005076347217
Argentina,Cuba,255,0.00002220357702
Argentina,Czech Republic,0,0
Argentina,Germany,0,0
Argentina,Dominican Rep.,283,
Argentina,Dominican Rep.,0,
Argentina,Algeria,6,0.0000001452146614
Argentina,Algeria,30,0.000000726073307
Argentina,Ecuador,0,0
Argentina,Ecuador,17,0.000001022565125
Argentina,"Egypt, Arab Rep., Arab Rep.",6,
Argentina,"Egypt, Arab Rep., Arab Rep.",0,
Argentina,Eritrea,0,
Argentina,Spain,6,0.0000001288326976
Argentina,Ethiopia,0,0
Argentina,United Kingdom,0,0
Argentina,Georgia,0,0
Argentina,Georgia,0,0
Argentina,Ghana,119,0.000004127125309
Argentina,Ghana,38,0.000001317905561
Argentina,Guinea,12,0.0000009436057188
Argentina,Guinea,9,0.0000007077042891
Argentina,Gambia,9,
Argentina,Gambia,0,
Argentina,Guinea-Bissau,5,0.000002686319061
Argentina,Guinea-Bissau,8,0.000004298110497
Argentina,Equatorial Guinea,0,0
Argentina,Greece,0,0
Argentina,Guatemala,0,0
Argentina,Guatemala,0,0
Argentina,Guyana,0,0
Argentina,Honduras,0,0
Argentina,Honduras,0,0
Argentina,Croatia,0,0
Argentina,Haiti,591,0.0000538191126
Argentina,Haiti,66,0.000006010256229
Argentina,Hungary,8,0.000000817901659
Argentina,Hungary,0,0
Argentina,India,114,0.00000008512671126
Argentina,India,22,0.00000001642796182
Argentina,"Iran, Islamic Rep.",0,0
Argentina,"Iran, Islamic Rep.",23,0.0000002833810982
Argentina,Iraq,7,0.0000001828888273
Argentina,Iraq,22,0.0000005747934571
Argentina,Israel,0,0
Argentina,Italy,0,0
Argentina,Italy,0,0
Argentina,Jamaica,9,0.00000311386469
Argentina,Jordan,0,0
Argentina,Kazakhstan,0,0
Argentina,Kazakhstan,18,0.0000009979129206
Argentina,Kyrgyzstan,0,
Argentina,Kuwait,0,0
Argentina,Lebanon,0,0
Argentina,Lebanon,0,0
Argentina,Liberia,0,0
Argentina,Liberia,44,0.000009298578628
Argentina,Libya,0,0
Argentina,Sri Lanka,37,0.000001725424361
Argentina,Latvia,0,0
Argentina,Morocco,11,0.0000003077820165
Argentina,Morocco,0,0
Argentina,Rep. of Moldova,0,
Argentina,Mexico,0,0
Argentina,Mexico,0,0
Argentina,The former Yugoslav Republic of Macedonia,9,
Argentina,Mali,0,0
Argentina,Mali,9,0.000000485385056
Argentina,Mauritania,0,0
Argentina,Mauritania,0,0
Argentina,Malaysia,0,0
Argentina,Nigeria,55,0.0000002881296187
Argentina,Nigeria,42,0.0000002200262543
Argentina,Nicaragua,0,0
Argentina,Nepal,0,0
Argentina,Pakistan,24,0.0000001218175452
Argentina,Pakistan,32,0.0000001624233936
Argentina,Panama,0,0
Argentina,Peru,24,0.0000007461413997
Argentina,Peru,547,0.00001700580607
Argentina,Philippines,5,0.00000004765622401
Argentina,Philippines,0,0
Argentina,Portugal,0,0
Argentina,Paraguay,12,0.000001761778997
Argentina,Paraguay,8,0.000001174519332
Argentina,Palestinian,9,
Argentina,Palestinian,10,
Argentina,Qatar,0,0
Argentina,Romania,0,0
Argentina,Romania,51,0.000002603829089
Argentina,Russian Federation,75,0.000000519048944
Argentina,Russian Federation,65,0.0000004498424181
Argentina,Rwanda,0,0
Argentina,Sudan,0,0
Argentina,Senegal,956,0.00006031329983
Argentina,Senegal,42,0.000002649747482
Argentina,Singapore,0,0
Argentina,Sierra Leone,8,0.000001058591449
Argentina,Sierra Leone,37,0.000004895985451
Argentina,El Salvador,26,0.000004076606971
Argentina,El Salvador,22,0.000003449436668
Argentina,Somalia,0,0
Argentina,Somalia,5,0.0000003391549737
Argentina,Serbia and Kosovo (S/RES/1244 (1999)),0,
Argentina,Serbia and Kosovo (S/RES/1244 (1999)),0,
Argentina,Slovakia,0,
Argentina,Syrian Arab Republic,84,0.000004597734368
Argentina,Syrian Arab Republic,348,0.00001904775667
Argentina,Syrian Arab Republic,370,0.00002025192519
Argentina,Chad,0,0
Argentina,Togo,0,0
Argentina,Togo,0,0
Argentina,Turkmenistan,0,0
Argentina,Tunisia,0,0
Argentina,Tunisia,0,0
Argentina,Turkey,11,0.0000001362313119
Argentina,United Rep. of Tanzania,0,
Argentina,Ukraine,159,0.000003546640407
Argentina,Ukraine,94,0.000002096755964
Argentina,Uruguay,0,0
Argentina,United States,11,0.00000003377142257
Argentina,United States,0,0
Argentina,Venezuela (Bolivarian Republic of),182,
Argentina,Venezuela (Bolivarian Republic of),56621,
Argentina,Venezuela (Bolivarian Republic of),0,
Argentina,VietNam,0,0
Argentina,Stateless,8,
Argentina,Stateless,6,
Argentina,Various/Unknown,83,
Argentina,Various/Unknown,567,
Argentina,Yemen,15,
Argentina,South Africa,5,0.00000008815674749
Argentina,South Africa,0,0
Argentina,Zimbabwe,0,0
Armenia,Afghanistan,6,0.0000001688709913
Armenia,Azerbaijan,0,0
Armenia,Azerbaijan,2034,0.0002062372261
Armenia,Cote d'Ivoire,6,0.0000002469669373
Armenia,Cameroon,0,0
Armenia,Georgia,8,0.000002152215437
Armenia,"Iran, Islamic Rep.",19,0.000000234097429
Armenia,"Iran, Islamic Rep.",31,0.0000003819484368
Armenia,Iraq,6,0.0000001567618519
Armenia,Iraq,1061,0.00002772072082
Armenia,Jordan,0,0
Armenia,Kazakhstan,0,0
Armenia,Lebanon,0,0
Armenia,Lebanon,19,0.000003123789018
Armenia,Nigeria,0,0
Armenia,Palestinian,6,
Armenia,Russian Federation,0,0
Armenia,Russian Federation,0,0
Armenia,Sudan,0,0
Armenia,Syrian Arab Republic,12,0.0000006568191954
Armenia,Syrian Arab Republic,14680,0.0008035088157
Armenia,Thailand,0,0
Armenia,Turkmenistan,0,0
Armenia,Turkey,10,0.0000001238466471
Armenia,Turkey,0,0
Armenia,Ukraine,0,0
Armenia,Ukraine,113,0.00000252056834
Armenia,Uzbekistan,0,0
Armenia,Stateless,773,
Armenia,Yemen,6,
Armenia,Yemen,5,
Antigua and Barbuda,Sri Lanka,0,0
Antigua and Barbuda,Syrian Arab Republic,0,0
Australia,Afghanistan,1795,0.00005052057157
Australia,Afghanistan,10922,0.0003074014945
Australia,Angola,0,0
Australia,Angola,0,0
Australia,Albania,84,0.00002923308057
Australia,Albania,59,0.00002053275897
Australia,Andorra,0,0
Australia,United Arab Emirates,0,0
Australia,United Arab Emirates,7,0.0000007446693641
Australia,Argentina,21,0.0000004743507161
Australia,Argentina,0,0
Australia,Armenia,0,0
Australia,American Samoa,0,0
Australia,Antigua and Barbuda,0,0
Australia,Austria,0,0
Australia,Azerbaijan,14,0.000001419528597
Australia,Azerbaijan,9,0.000000912554098
Australia,Burundi,33,0.000003037486728
Australia,Burundi,50,0.000004602252619
Australia,Benin,0,0
Australia,Burkina Faso,0,0
Australia,Bangladesh,857,0.00000520435596
Australia,Bangladesh,434,0.000002635578164
Australia,Bulgaria,6,0.0000008479377659
Australia,Bahrain,18,0.00001205962277
Australia,Bahrain,97,0.00006498796718
Australia,Bosnia and Herzegovina,15,0.000004277139233
Australia,Belarus,6,0.0000006310558353
Australia,Belarus,7,0.0000007362318078
Australia,Brazil,25,0.0000001194524616
Australia,Brazil,0,0
Australia,Brunei Darussalam,10,0.00002332649867
Australia,Bhutan,20,0.00002476442838
Australia,Bhutan,0,0
Australia,Botswana,0,0
Australia,Botswana,0,0
Australia,Central African Republic,0,0
Australia,Canada,6,0.000000163451739
Australia,Chile,14,0.0000007754202418
Australia,China,8525,0.000006149041218
Australia,China,2543,0.000001834253586
Australia,Cote d'Ivoire,0,0
Australia,Cote d'Ivoire,5,0.0000002058057811
Australia,Cameroon,40,0.000001662943959
Australia,Cameroon,42,0.000001746091157
Australia,"Congo, Rep.",61,0.0000007499386403
Australia,"Congo, Rep.",48,0.0000005901156514
Australia,"Congo, Rep.",12,0.0000001475289128
Australia,"Congo, Rep.",13,0.0000001598229889
Australia,Colombia,102,0.000002078848905
Australia,Colombia,116,0.000002364181107
Australia,Cuba,6,0.0000005224371064
Australia,Cuba,0,0
Australia,Cyprus,9,0.000007630021932
Australia,Czech Republic,0,0
Australia,Czech Republic,0,0
Australia,Germany,8,0.00000009674103634
Australia,Germany,5,0.00000006046314771
Australia,Djibouti,0,0
Australia,Djibouti,0,0
Australia,Dominica,0,0
Australia,Algeria,16,0.0000003872390971
Australia,Algeria,10,0.0000002420244357
Australia,Ecuador,0,0
Australia,Ecuador,0,0
Australia,"Egypt, Arab Rep., Arab Rep.",230,
Australia,"Egypt, Arab Rep., Arab Rep.",1560,
Australia,Eritrea,28,
Australia,Eritrea,138,
Australia,Estonia,7,0.000005321251558
Australia,Estonia,0,0
Australia,Ethiopia,267,0.000002543888314
Australia,Ethiopia,282,0.000002686803388
Australia,Finland,0,0
Australia,Fiji,462,0.0005102142237
Australia,Fiji,406,0.0004483700754
Australia,France,12,0.0000001787878683
Australia,France,0,0
Australia,Gabon,0,0
Australia,United Kingdom,29,0.0000004392457073
Australia,United Kingdom,5,0.0000000757320185
Australia,Georgia,13,0.000003497350085
Australia,Georgia,16,0.000004304430874
Australia,Ghana,91,0.000003156037001
Australia,Ghana,32,0.000001109815209
Australia,Guinea,9,0.0000007077042891
Australia,Guinea,12,0.0000009436057188
Australia,Gambia,7,
Australia,Gambia,8,
Australia,Greece,12,0.000001115198002
Australia,Greece,6,0.000000557599001
Australia,Guatemala,0,0
Australia,Guatemala,0,0
Australia,"Hong Kong SAR, China",57,0.000007711351922
Australia,"Hong Kong SAR, China",0,0
Australia,Honduras,7,0.0000007555261068
Australia,Honduras,0,0
Australia,Croatia,0,0
Australia,Haiti,0,0
Australia,Hungary,0,0
Australia,Indonesia,775,0.000002935701927
Australia,Indonesia,205,0.0000007765405097
Australia,India,2300,0.000001717468736
Australia,India,388,0.0000002897295085
Australia,Ireland,12,0.000002492932536
Australia,"Iran, Islamic Rep.",5877,0.00007241003106
Australia,"Iran, Islamic Rep.",8077,0.00009951604915
Australia,Iraq,1563,0.00004083646243
Australia,Iraq,4042,0.0001056052343
Australia,Israel,31,0.000003558147009
Australia,Israel,15,0.000001721684037
Australia,Italy,12,0.000000198178685
Australia,Italy,5,0.0000000825744521
Australia,Jamaica,0,0
Australia,Jamaica,0,0
Australia,Jordan,113,0.00001164665932
Australia,Jordan,149,0.00001535709946
Australia,Japan,9,0.00000007098586918
Australia,Japan,10,0.00000007887318798
Australia,Kazakhstan,5,0.0000002771980335
Australia,Kazakhstan,7,0.0000003880772469
Australia,Kenya,81,0.000001629783197
Australia,Kenya,117,0.000002354131285
Australia,Kyrgyzstan,13,
Australia,Kyrgyzstan,14,
Australia,Cambodia,192,0.0000119959716
Australia,Cambodia,31,0.000001936849582
Australia,Rep. of Korea,107,
Australia,Rep. of Korea,45,
Australia,Kuwait,0,0
Australia,Kuwait,54,0.00001305442632
Australia,Lao PDR,37,0.00000539503307
Australia,Lao PDR,0,0
Australia,Lebanon,668,0.0001098258455
Australia,Lebanon,548,0.00009009665168
Australia,Liberia,25,0.000005283283311
Australia,Liberia,37,0.000007819259301
Australia,Libya,133,0.00002086400185
Australia,Libya,992,0.0001556172168
Australia,Sri Lanka,3258,0.00015193061
Australia,Sri Lanka,4489,0.0002093359448
Australia,Lithuania,6,0.000002121850069
Australia,Latvia,0,0
Australia,Morocco,8,0.0000002238414665
Australia,Morocco,12,0.0000003357621998
Australia,Rep. of Moldova,6,
Australia,Madagascar,6,0.0000002346417675
Australia,Maldives,17,0.0000389613366
Australia,Maldives,10,0.0000229184333
Australia,Mexico,8,0.00000006193710974
Australia,Mexico,10,0.00000007742138718
Australia,The former Yugoslav Republic of Macedonia,30,
Australia,The former Yugoslav Republic of Macedonia,0,
Australia,Mali,7,0.0000003775217102
Australia,Myanmar,243,0.000004553067776
Australia,Myanmar,516,0.000009668242684
Australia,Mongolia,51,0.00001658187692
Australia,Mongolia,27,0.000008778640722
Australia,Mozambique,0,0
Australia,Mozambique,0,0
Australia,Mauritania,0,0
Australia,Mauritius,59,0.00004665458919
Australia,Mauritius,7,0.000005535290243
Australia,Malawi,10,0.0000005369962492
Australia,Malaysia,8539,0.0002700141891
Australia,Malaysia,240,0.000007589109426
Australia,Niger,0,0
Australia,Nigeria,305,0.000001597809704
Australia,Nigeria,187,0.0000009796407035
Australia,Nicaragua,0,0
Australia,Netherlands,0,0
Australia,Netherlands,0,0
Australia,Norway,9,0.000001703828104
Australia,Nepal,327,0.00001115850614
Australia,Nepal,182,0.0000062105447
Australia,New Zealand,27,0.000005632157534
Australia,New Zealand,26,0.000005423559106
Australia,Oman,0,0
Australia,Oman,0,0
Australia,Pakistan,2351,0.0000119330437
Australia,Pakistan,4496,0.0000228204868
Australia,Peru,21,0.0000006528737247
Australia,Peru,9,0.0000002798030249
Australia,Philippines,287,0.000002735467258
Australia,Philippines,51,0.0000004860934849
Australia,Papua New Guinea,372,0.000045084559
Australia,Papua New Guinea,396,0.00004799324022
Australia,Poland,0,0
Australia,Poland,0,0
Australia,Dem. People's Rep. of Korea,5,
Australia,Dem. People's Rep. of Korea,19,
Australia,Portugal,6,0.0000005828797719
Australia,Palestinian,152,
Australia,Palestinian,378,
Australia,Qatar,0,0
Australia,Romania,13,0.0000006637211403
Australia,Romania,9,0.000000459499251
Australia,Russian Federation,33,0.0000002283815354
Australia,Russian Federation,55,0.0000003806358923
Australia,Rwanda,65,0.000005324199955
Australia,Rwanda,64,0.000005242289186
Australia,Saudi Arabia,97,0.000002944907788
Australia,Saudi Arabia,94,0.000002853828166
Australia,Sudan,303,0.000007475329562
Australia,Sudan,239,0.000005896382064
Australia,Senegal,0,0
Australia,Senegal,0,0
Australia,Singapore,7,0.000001247270927
Australia,Singapore,6,0.000001069089366
Australia,Solomon Islands,106,0.0001733887523
Australia,Solomon Islands,21,0.00003435060187
Australia,Sierra Leone,41,0.000005425281175
Australia,Sierra Leone,29,0.000003837394002
Australia,El Salvador,18,0.000002822266365
Australia,El Salvador,10,0.000001567925758
Australia,Somalia,257,0.00001743256565
Australia,Somalia,139,0.000009428508268
Australia,Serbia and Kosovo (S/RES/1244 (1999)),23,
Australia,Serbia and Kosovo (S/RES/1244 (1999)),0,
Australia,South Sudan,27,0.000002146995391
Australia,South Sudan,7,0.0000005566284348
Australia,Slovakia,0,
Australia,Sweden,0,0
Australia,Sweden,0,0
Australia,Seychelles,0,0
Australia,Syrian Arab Republic,130,0.000007115541284
Australia,Syrian Arab Republic,477,0.00002610856302
Australia,Chad,0,0
Australia,Chad,0,0
Australia,Togo,0,0
Australia,Togo,0,0
Australia,Thailand,413,0.000005982254894
Australia,Thailand,15,0.0000002172731802
Australia,Tibetan,5,
Australia,Tibetan,17,
Australia,Tajikistan,0,0
Australia,Turkmenistan,0,0
Australia,Timor-Leste,0,0
Australia,Timor-Leste,8,0.000006171358571
Australia,Tonga,96,0.0008887243103
Australia,Tonga,34,0.0003147565266
Australia,Tunisia,13,0.000001127285539
Australia,Tunisia,5,0.0000004335713611
Australia,Turkey,441,0.000005461637139
Australia,Turkey,476,0.000005895100404
Australia,United Rep. of Tanzania,12,
Australia,United Rep. of Tanzania,14,
Australia,Uganda,45,0.000001049857548
Australia,Uganda,65,0.000001516460903
Australia,Ukraine,82,0.00000182908499
Australia,Ukraine,18,0.0000004015064612
Australia,Uruguay,6,0.000001735734433
Australia,United States,31,0.00000009517400907
Australia,United States,20,0.00000006140258649
Australia,Uzbekistan,10,0.0000003087639561
Australia,Uzbekistan,29,0.0000008954154728
Australia,Venezuela (Bolivarian Republic of),80,
Australia,Venezuela (Bolivarian Republic of),26,
Australia,VietNam,1583,0.00001656883761
Australia,VietNam,200,0.000002093346507
Australia,Vanuatu,7,0.00002533991689
Australia,Vanuatu,0,0
Australia,Samoa,10,0.0000509061291
Australia,Samoa,0,0
Australia,Stateless,2290,
Australia,Stateless,2609,
Australia,Stateless,52,
Australia,Various/Unknown,398,
Australia,Various/Unknown,47,
Australia,Yemen,12,
Australia,Yemen,27,
Australia,South Africa,88,0.000001551558756
Australia,South Africa,36,0.0000006347285819
Australia,Zambia,24,0.000001403990727
Australia,Zambia,10,0.0000005849961361
Australia,Zimbabwe,117,0.000007078081034
Australia,Zimbabwe,986,0.00005964946923
Austria,Afghanistan,24233,0.0006820417888
Austria,Afghanistan,26939,0.0007582026058
Austria,Angola,13,0.0000004364731319
Austria,Angola,82,0.000002753138217
Austria,Albania,51,0.00001774865606
Austria,Albania,88,0.00003062513203
Austria,United Arab Emirates,0,0
Austria,Armenia,673,0.0002296575611
Austria,Armenia,692,0.000236141207
Austria,Australia,0,0
Austria,Azerbaijan,214,0.00002169850855
Austria,Azerbaijan,323,0.00003275055263
Austria,Burundi,7,0.0000006443153666
Austria,Burundi,16,0.000001472720838
Austria,Benin,45,0.000004026596295
Austria,Benin,0,0
Austria,Burkina Faso,5,0.00000026050646
Austria,Burkina Faso,9,0.000000468911628
Austria,Bangladesh,445,0.000002702378532
Austria,Bangladesh,276,0.000001676081966
Austria,Bulgaria,0,0
Austria,Bosnia and Herzegovina,31,0.000008839421081
Austria,Bosnia and Herzegovina,117,0.00003336168601
Austria,Belarus,49,0.000005153622655
Austria,Belarus,82,0.000008624429749
Austria,Bolivia,11,0.0000009953309928
Austria,Brazil,0,0
Austria,Brazil,0,0
Austria,Bhutan,0,0
Austria,Central African Republic,0,0
Austria,Canada,0,0
Austria,Canada,0,0
Austria,China,331,0.0000002387486972
Austria,China,559,0.0000004032039931
Austria,Cote d'Ivoire,39,0.000001605285092
Austria,Cote d'Ivoire,70,0.000002881280935
Austria,Cameroon,89,0.000003700050308
Austria,Cameroon,233,0.00000968664856
Austria,"Congo, Rep.",120,0.000001475289128
Austria,"Congo, Rep.",406,0.000004991394884
Austria,"Congo, Rep.",15,0.000000184411141
Austria,"Congo, Rep.",131,0.000001610523965
Austria,Colombia,15,0.0000003057130742
Austria,Colombia,0,0
Austria,Cabo Verde,0,0
Austria,Cuba,19,0.00000165438417
Austria,Cuba,14,0.000001219019915
Austria,Czech Republic,0,0
Austria,Algeria,248,0.000006002206004
Austria,Algeria,43,0.000001040705073
Austria,"Egypt, Arab Rep., Arab Rep.",257,
Austria,"Egypt, Arab Rep., Arab Rep.",185,
Austria,Eritrea,89,
Austria,Eritrea,303,
Austria,Estonia,0,0
Austria,Ethiopia,145,0.00000138151238
Austria,Ethiopia,188,0.000001791202259
Austria,Gabon,0,0
Austria,Gabon,0,0
Austria,Georgia,734,0.0001974657663
Austria,Georgia,555,0.0001493099459
Austria,Ghana,71,0.000002462402495
Austria,Ghana,31,0.000001075133484
Austria,Guinea,82,0.000006447972411
Austria,Guinea,142,0.00001116600101
Austria,Gambia,219,
Austria,Gambia,134,
Austria,Guinea-Bissau,13,0.000006984429557
Austria,Guinea-Bissau,0,0
Austria,Equatorial Guinea,0,0
Austria,Equatorial Guinea,0,0
Austria,Greece,0,0
Austria,Guatemala,9,0.0000005321192186
Austria,Croatia,0,0
Austria,Croatia,0,0
Austria,Haiti,0,0
Austria,Indonesia,0,0
Austria,Indonesia,0,0
Austria,India,600,0.0000004480353224
Austria,India,63,0.00000004704370886
Austria,Ireland,0,0
Austria,"Iran, Islamic Rep.",3433,0.00004229770914
Austria,"Iran, Islamic Rep.",4565,0.00005624498754
Austria,Iraq,7805,0.0002039210424
Austria,Iraq,7414,0.000193705395
Austria,Israel,6,0.0000006886736146
Austria,Israel,11,0.000001262568293
Austria,Jordan,38,0.000003916575701
Austria,Jordan,62,0.000006390202459
Austria,Kazakhstan,88,0.000004878685389
Austria,Kazakhstan,100,0.00000554396067
Austria,Kenya,22,0.0000004426571647
Austria,Kenya,30,0.0000006036234064
Austria,Kyrgyzstan,51,
Austria,Kyrgyzstan,244,
Austria,Cambodia,0,0
Austria,Rep. of Korea,0,
Austria,Kuwait,7,0.000001692240449
Austria,Kuwait,0,0
Austria,Lao PDR,0,0
Austria,Lebanon,157,0.00002581236189
Austria,Lebanon,68,0.00001117987649
Austria,Liberia,25,0.000005283283311
Austria,Liberia,18,0.000003803963984
Austria,Libya,146,0.00002290334037
Austria,Libya,80,0.00001254977555
Austria,Sri Lanka,47,0.00000219175527
Austria,Sri Lanka,67,0.000003124417086
Austria,Morocco,218,0.000006099679963
Austria,Morocco,30,0.0000008394054994
Austria,Rep. of Moldova,44,
Austria,Rep. of Moldova,66,
Austria,Madagascar,0,0
Austria,Mexico,0,0
Austria,Mexico,0,0
Austria,The former Yugoslav Republic of Macedonia,85,
Austria,The former Yugoslav Republic of Macedonia,75,
Austria,Mali,23,0.000001240428476
Austria,Mali,11,0.0000005932484017
Austria,Myanmar,14,0.000000262316662
Austria,Myanmar,36,0.0000006745285593
