Country / territory of asylum/residence,Origin,Value,%
Australia,Kyrgyzstan,2,
Australia,Cambodia,37,0.000003044677599
Australia,Cambodia,615,0.00005060747901
Australia,Rep. of Korea,64,
Australia,Rep. of Korea,26,
Australia,Kuwait,8,0.000003901028945
Australia,Kuwait,432,0.000210655563
Australia,Lao PDR,9,0.00000168877587
Australia,Lao PDR,5,0.0000009382088168
Australia,Lebanon,164,0.00005068978286
Australia,Lebanon,415,0.0001282698773
Australia,Liberia,3,0.000001040033669
Australia,Liberia,8,0.000002773423118
Australia,Libya,1,0.0000001867151778
Australia,Libya,2,0.0000003734303555
Australia,Sri Lanka,528,0.00002811211495
Australia,Sri Lanka,2091,0.0001113303643
Australia,Lithuania,13,0.000003714778188
Australia,Lithuania,2,0.0000005715043366
Australia,Latvia,21,0.000008869928829
Australia,Latvia,1,0.0000004223775633
Australia,Morocco,4,0.0000001386500017
Australia,Morocco,5,0.0000001733125021
Australia,Rep. of Moldova,48,
Australia,Rep. of Moldova,2,
Australia,Maldives,1,0.00000356653732
Australia,Maldives,1,0.00000356653732
Australia,Mexico,1,0.00000000983093998
Australia,Mexico,7,0.00000006881657986
Australia,The former Yugoslav Republic of Macedonia,83,
Australia,The former Yugoslav Republic of Macedonia,28,
Australia,Mali,2,0.0000001823538047
Australia,Myanmar,156,0.000003384281082
Australia,Myanmar,962,0.00002086973334
Australia,Mongolia,27,0.0000112620316
Australia,Mozambique,1,0.0000000553474277
Australia,Mauritania,1,0.0000003690909916
Australia,Mauritania,1,0.0000003690909916
Australia,Mauritius,6,0.000005055300778
Australia,Mauritius,2,0.000001685100259
Australia,Malawi,1,0.000000087903031
Australia,Malaysia,104,0.000004485541203
Australia,Malaysia,6,0.0000002587812232
Australia,Niger,8,0.0000007046612372
Australia,Nigeria,108,0.0000008826990328
Australia,Nigeria,24,0.0000001961553406
Australia,Nicaragua,1,0.0000001989338736
Australia,Nicaragua,14,0.00000278507423
Australia,Netherlands,1,0.00000006279232575
Australia,Nepal,181,0.000007623970285
Australia,Nepal,27,0.000001137277335
Australia,Pakistan,252,0.000001819188738
Australia,Pakistan,578,0.000004172583692
Australia,Peru,56,0.000002160920759
Australia,Peru,55,0.000002122332888
Australia,Philippines,141,0.000001807887722
Australia,Philippines,37,0.0000004744102532
Australia,Papua New Guinea,3,0.0000005383848669
Australia,Poland,9,0.0000002352410485
Australia,Poland,1,0.00000002613789428
Australia,Dem. People's Rep. of Korea,4,
Australia,Dem. People's Rep. of Korea,3,
Australia,Portugal,6,0.000000583096159
Australia,Portugal,1,0.00000009718269316
Australia,Paraguay,1,0.0000001885831746
Australia,Palestinian,93,
Australia,Palestinian,55,
Australia,Qatar,1,0.000001688427685
Australia,Romania,25,0.000001113934514
Australia,Romania,12,0.0000005346885669
Australia,Russian Federation,180,0.000001227859669
Australia,Russian Federation,697,0.000004754545497
Australia,Rwanda,6,0.0000007475980609
Australia,Rwanda,11,0.000001370596445
Australia,Saudi Arabia,1,0.00000004815955376
Australia,Saudi Arabia,3,0.0000001444786613
Australia,Sudan,15,0.0000005504479086
Australia,Sudan,2872,0.0001053924262
Australia,Senegal,7,0.0000007082115715
Australia,Senegal,1,0.0000001011730816
Australia,Singapore,12,0.000002979229556
Australia,Singapore,4,0.0000009930765188
Australia,Solomon Islands,19,0.00004604843811
Australia,Sierra Leone,20,0.000004381835801
Australia,Sierra Leone,100,0.000021909179
Australia,El Salvador,5,0.0000008521333841
Australia,El Salvador,222,0.00003783472225
Australia,Somalia,18,0.00000199745236
Australia,Somalia,2094,0.0002323702913
Australia,Serbia and Kosovo (S/RES/1244 (1999)),126,
Australia,Serbia and Kosovo (S/RES/1244 (1999)),12046,
Australia,Serbia and Kosovo (S/RES/1244 (1999)),204,
Australia,Slovenia,3,0.000001508352502
Australia,Slovenia,13,0.000006536194175
Australia,Syrian Arab Republic,61,0.0000037170535
Australia,Syrian Arab Republic,61,0.0000037170535
Australia,Chad,2,0.0000002397345946
Australia,Togo,1,0.0000002011923868
Australia,Thailand,97,0.000001540709166
Australia,Thailand,34,0.0000005400423879
Australia,Tajikistan,1,0.0000001608698555
Australia,Timor-Leste,19,0.00002179881529
Australia,Timor-Leste,648,0.0007434543321
Australia,Tonga,13,0.0001325421586
Australia,Tonga,3,0.00003058665199
Australia,Tunisia,11,0.000001134114505
Australia,Tunisia,3,0.0000003093039558
Australia,Turkey,92,0.000001454772675
Australia,Turkey,655,0.00001035734894
Australia,United Rep. of Tanzania,7,
Australia,United Rep. of Tanzania,8,
Australia,Uganda,12,0.0000004991831284
Australia,Uganda,20,0.0000008319718807
Australia,Ukraine,203,0.000004128042693
Australia,Ukraine,20,0.0000004067037136
Australia,Uruguay,7,0.000002107643369
Australia,Uruguay,1,0.0000003010919098
Australia,United States,2,0.000000007088116354
Australia,United States,1,0.000000003544058177
Australia,Uzbekistan,9,0.0000003651056372
Australia,Uzbekistan,3,0.0000001217018791
Australia,VietNam,158,0.000001967975263
Australia,VietNam,1731,0.00002156053912
Australia,Vanuatu,2,0.00001080713054
Australia,Samoa,1,0.000005727048852
Australia,Samoa,1,0.000005727048852
Australia,Stateless,28,
Australia,Stateless,137,
Australia,Various/Unknown,388,
Australia,Various/Unknown,1534,
Australia,Yemen,2,
Australia,Yemen,18,
Australia,South Africa,25,0.0000005467072207
Australia,South Africa,2,0.00000004373657765
Australia,Zambia,3,0.0000002848672533
Australia,Zambia,1,0.00000009495575109
Australia,Zimbabwe,22,0.000001799995762
Australia,Zimbabwe,1,0.00000008181798917
Austria,Afghanistan,679,0.00003379159178
Austria,Angola,17,0.000001034005145
Austria,Albania,120,0.00003884718392
Austria,Armenia,22,0.000007167085615
Austria,Austria,1,0.0000001248195421
Austria,Azerbaijan,17,0.000002112168576
Austria,Burundi,3,0.0000004686982967
Austria,Bangladesh,8,0.00000006079893925
Austria,Bulgaria,62,0.000007588579531
Austria,Bosnia and Herzegovina,1398,0.0003711465668
Austria,Bosnia and Herzegovina,288,0.00007645937857
Austria,Chile,11,0.0000007207087266
Austria,China,37,0.00000002930356514
Austria,Cote d'Ivoire,3,0.0000001797853974
Austria,Cameroon,20,0.000001309394632
Austria,"Congo, Rep.",170,0.000003611152232
Austria,"Congo, Rep.",13,0.0000002761469354
Austria,Colombia,28,0.0000006930014134
Austria,Cuba,11,0.0000009864819685
Austria,Czech Republic,10,0.0000009751280904
Austria,Algeria,5,0.0000001603403834
Austria,"Egypt, Arab Rep., Arab Rep.",23,
Austria,Eritrea,1,0.0000002947417193
Austria,Ethiopia,55,0.00000082660364
Austria,Georgia,3,0.0000006789941833
Austria,Ghana,38,0.000002006466949
Austria,Guinea,7,0.0000007946828001
Austria,Croatia,26,0.000005874378671
Austria,Hungary,2,0.0000001958677583
Austria,Indonesia,3,0.00000001418168628
Austria,India,4,0.00000000379848681
Austria,"Iran, Islamic Rep.",1480,0.00002237953286
Austria,Iraq,1902,0.00008071150716
Austria,Jordan,7,0.000001371707168
Austria,Cambodia,180,0.00001481194508
Austria,Lao PDR,22,0.000004128118794
Austria,Lebanon,58,0.00001792687442
Austria,Liberia,20,0.000006933557796
Austria,Libya,2,0.0000003734303555
Austria,Sri Lanka,13,0.0000006921543453
Austria,The former Yugoslav Republic of Macedonia,9,
Austria,Mongolia,8,0.000003336898253
Austria,Nigeria,55,0.0000004495226556
Austria,Pakistan,38,0.0000002743221113
Austria,Peru,3,0.0000001157636121
Austria,Poland,10,0.0000002613789428
Austria,Romania,2079,0.00009263479421
Austria,Russian Federation,201,0.000001371109964
Austria,Rwanda,57,0.000007102181578
Austria,Sudan,29,0.00000106419929
Austria,Senegal,1,0.0000001011730816
Austria,Sierra Leone,16,0.000003505468641
Austria,Somalia,54,0.000005992357081
Austria,Serbia and Kosovo (S/RES/1244 (1999)),3931,
Austria,Serbia and Kosovo (S/RES/1244 (1999)),1355,
Austria,Slovakia,2,
Austria,Slovenia,1,0.0000005027841673
Austria,Syrian Arab Republic,85,0.000005179500779
Austria,Chad,6,0.0000007192037839
Austria,Togo,10,0.000002011923868
Austria,Tajikistan,28,0.000004504355954
Austria,Tunisia,36,0.000003711647469
Austria,Turkey,438,0.000006925982953
Austria,Uganda,4,0.0000001663943761
Austria,Ukraine,14,0.0000002846925995
Austria,Uzbekistan,5,0.0000002028364651
Austria,VietNam,243,0.000003026696132
Austria,Stateless,32,
Austria,Various/Unknown,9945,
Austria,Various/Unknown,1615,
Austria,Zimbabwe,1,0.00000008181798917
Azerbaijan,Afghanistan,843,0.00004195333117
Azerbaijan,Afghanistan,172,0.000008559873027
Azerbaijan,Azerbaijan,572451,0.07112429491
Azerbaijan,Algeria,1,0.00000003206807668
Azerbaijan,Algeria,2,0.00000006413615336
Azerbaijan,Indonesia,2,0.000000009454457521
Azerbaijan,"Iran, Islamic Rep.",42,0.0000006350948516
Azerbaijan,"Iran, Islamic Rep.",25,0.0000003780326497
Azerbaijan,Iraq,11,0.0000004667857932
Azerbaijan,Iraq,19,0.0000008062663701
Azerbaijan,Jordan,1,0.0000001959581669
Azerbaijan,Libya,1,0.0000001867151778
Azerbaijan,Pakistan,3,0.00000002165700878
Azerbaijan,Palestinian,3,
Azerbaijan,Palestinian,2,
Azerbaijan,Russian Federation,2462,0.0000167943917
Azerbaijan,Russian Federation,64,0.0000004365723269
Azerbaijan,Sudan,1,0.00000003669652724
Azerbaijan,Syrian Arab Republic,1,0.00000006093530328
Azerbaijan,Turkmenistan,27,0.000005978568824
Azerbaijan,Turkey,3,0.00000004743823941
Azerbaijan,Uzbekistan,51649,0.002095260117
Azerbaijan,Yemen,4,
Azerbaijan,Yemen,1,
Burundi,Burundi,56000,0.008749034872
Burundi,"Congo, Rep.",5959,0.0001265815068
Burundi,"Congo, Rep.",25847,0.0005490438338
Burundi,"Congo, Rep.",336,0.000007137336177
Burundi,"Congo, Rep.",4,0.00000008496828782
Burundi,"Congo, Rep.",2,0.00000004248414391
Burundi,"Congo, Rep.",1,0.00000002124207195
Burundi,Ethiopia,3,0.00000004508747127
Burundi,Ethiopia,4,0.00000006011662836
Burundi,Rwanda,22,0.00000274119289
Burundi,Rwanda,1260,0.0001569955928
Burundi,Rwanda,84,0.00001046637285
Burundi,Sierra Leone,1,0.00000021909179
Burundi,Sierra Leone,1,0.00000021909179
Burundi,Somalia,13,0.000001442604483
Burundi,Somalia,11,0.000001220665331
Burundi,Somalia,11,0.000001220665331
Burundi,United Rep. of Tanzania,10,
Burundi,United Rep. of Tanzania,742,
Burundi,United Rep. of Tanzania,10,
Burundi,Uganda,1,0.00000004159859403
Burundi,Uganda,1,0.00000004159859403
Belgium,Afghanistan,275,0.0000136858435
Belgium,Angola,338,0.00002055845523
Belgium,Albania,134,0.00004337935538
Belgium,Armenia,51,0.00001661460756
Belgium,Azerbaijan,9,0.000001118206893
Belgium,Burundi,976,0.0001524831792
Belgium,Burkina Faso,6,0.0000005168874896
Belgium,Bangladesh,6,0.00000004559920444
Belgium,Bulgaria,20,0.000002447928881
Belgium,Bosnia and Herzegovina,468,0.0001242464902
Belgium,Bosnia and Herzegovina,3,0.0000007964518601
Belgium,Belarus,8,0.0000008016345328
Belgium,Bolivia,7,0.0000008393776518
Belgium,Brazil,2,0.00000001140982105
Belgium,Bhutan,4,0.000006975738382
Belgium,Central African Republic,2,0.0000005326251549
Belgium,Chile,84,0.000005503593912
Belgium,China,52,0.00000004118338884
Belgium,Cote d'Ivoire,28,0.000001677997042
Belgium,Cameroon,56,0.000003666304968
Belgium,"Congo, Rep.",2058,0.00004371618408
Belgium,"Congo, Rep.",48,0.000001019619454
Belgium,Colombia,82,0.000002029504139
Belgium,Cuba,41,0.000003676887337
Belgium,Czech Republic,4,0.0000003900512362
Belgium,Djibouti,10,0.00001393565074
Belgium,Algeria,216,0.000006926704563
Belgium,Ecuador,4,0.0000003167414652
Belgium,"Egypt, Arab Rep., Arab Rep.",5,
Belgium,Ethiopia,105,0.000001578061495
Belgium,Gabon,1,0.0000008122671839
Belgium,Georgia,36,0.000008147930199
Belgium,Ghana,55,0.000002904096899
Belgium,Guinea,51,0.000005789831829
Belgium,Guinea-Bissau,3,0.000002413071124
Belgium,Guatemala,2,0.0000001716628716
Belgium,Croatia,71,0.00001604157253
Belgium,Haiti,16,0.000001871520142
Belgium,India,51,0.00000004843070683
Belgium,"Iran, Islamic Rep.",313,0.000004732968775
Belgium,Iraq,314,0.00001332461264
Belgium,Israel,18,0.000002862140245
Belgium,Jordan,16,0.00000313533067
Belgium,Kenya,6,0.0000001907760844
Belgium,Cambodia,27,0.000002221791761
Belgium,Lao PDR,16,0.000003002268214
Belgium,Lebanon,88,0.00002719939568
Belgium,Liberia,51,0.00001768057238
Belgium,Sri Lanka,32,0.000001703764542
Belgium,Lithuania,1,0.0000002857521683
Belgium,Morocco,21,0.0000007279125088
Belgium,Rep. of Moldova,6,
Belgium,Mexico,1,0.00000000983093998
Belgium,The former Yugoslav Republic of Macedonia,64,
Belgium,Mali,3,0.000000273530707
Belgium,Myanmar,5,0.0000001084705475
Belgium,Mauritania,78,0.00002878909735
Belgium,Niger,2,0.0000001761653093
Belgium,Nigeria,5,0.00000004086569596
Belgium,Nicaragua,3,0.0000005968016208
Belgium,Nepal,2,0.00000008424276558
Belgium,Oman,1,0.0000004409188573
Belgium,Pakistan,210,0.000001515990615
Belgium,Peru,70,0.000002701150949
Belgium,Poland,6,0.0000001568273657
Belgium,Romania,314,0.0000139910175
Belgium,Russian Federation,35,0.0000002387504913
Belgium,Rwanda,2544,0.0003169815778
Belgium,Sudan,19,0.0000006972340176
Belgium,Senegal,9,0.0000009105577348
Belgium,Sierra Leone,22,0.000004820019381
Belgium,El Salvador,2,0.0000003408533536
Belgium,El Salvador,1,0.0000001704266768
Belgium,Somalia,263,0.00002918499838
Belgium,Serbia and Kosovo (S/RES/1244 (1999)),891,
Belgium,Serbia and Kosovo (S/RES/1244 (1999)),2926,
Belgium,Slovenia,1,0.0000005027841673
Belgium,Syrian Arab Republic,102,0.000006215400935
Belgium,Chad,10,0.000001198672973
Belgium,Togo,107,0.00002152758539
Belgium,Tunisia,10,0.000001031013186
Belgium,Turkey,1732,0.00002738767688
Belgium,Uganda,10,0.0000004159859403
Belgium,Ukraine,23,0.0000004677092706
Belgium,VietNam,212,0.000002640574404
Belgium,Stateless,2,
Belgium,Various/Unknown,46240,
Belgium,Various/Unknown,5779,
Belgium,South Africa,1,0.00000002186828883
Benin,Angola,3,0.0000001824714961
Benin,Burundi,111,0.00001734183698
Benin,Burundi,1,0.0000001562327656
Benin,Burkina Faso,9,0.0000007753312344
Benin,Central African Republic,6,0.000001597875465
Benin,Cote d'Ivoire,1,0.00000005992846579
Benin,Cameroon,10,0.0000006546973158
Benin,Cameroon,51,0.00000333895631
Benin,Cameroon,3,0.0000001964091947
Benin,"Congo, Rep.",6,0.0000001274524317
Benin,"Congo, Rep.",674,0.0000143171565
Benin,"Congo, Rep.",4,0.00000008496828782
Benin,"Congo, Rep.",5,0.0000001062103598
Benin,"Congo, Rep.",1238,0.00002629768508
Benin,"Congo, Rep.",16,0.0000003398731513
Benin,Comoros,1,0.000001843803989
Benin,Cuba,1,0.00000008968017896
Benin,Algeria,1,0.00000003206807668
Benin,Algeria,7,0.0000002244765368
Benin,Ethiopia,15,0.0000002254373564
Benin,Guinea,1,0.0000001135261143
Benin,Guinea,4,0.0000004541044572
Benin,Guinea-Bissau,2,0.000001608714082
Benin,Equatorial Guinea,10,0.00001627808173
Benin,Iraq,4,0.0000001697402884
Benin,Liberia,1,0.0000003466778898
Benin,Liberia,2,0.0000006933557796
Benin,Morocco,1,0.00000003466250042
Benin,Mali,1,0.00000009117690234
Benin,Niger,2,0.0000001761653093
Benin,Nigeria,6,0.00000004903883515
Benin,Nigeria,205,0.000001675493534
Benin,Oman,1,0.0000004409188573
Benin,Rwanda,2,0.0000002491993536
Benin,Rwanda,513,0.00006391963421
Benin,Rwanda,4,0.0000004983987073
Benin,Sudan,1,0.00000003669652724
